Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Rank,Baseline,Code Size,Completed Work Items,Lock Contentions,Gen0,Exceptions,Gen1,Gen2,Allocated
'AddCacheItemAsync: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,636,748.59 ns","87,819.845 ns","104,543.287 ns","22,813.216 ns","4,511,482.81 ns","4,556,021.88 ns","4,605,896.88 ns","4,706,981.25 ns","4,852,640.62 ns",215.7,"-11,396.1078 ns",21.00,23,No,"2,167 B",8192.0469,0.0156,78.1250,0.0000,15.6250,0.0000,3277008 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"36,713.92 ns",195.502 ns,152.635 ns,44.062 ns,"36,435.85 ns","36,635.86 ns","36,668.54 ns","36,813.40 ns","36,975.49 ns","27,237.6",-16.0310 ns,12.00,6,No,"2,155 B",64.0166,0.0001,0.7324,0.0000,0.0000,0.0000,24768 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"66,273.82 ns",298.213 ns,264.358 ns,70.653 ns,"65,894.34 ns","66,083.03 ns","66,244.40 ns","66,450.46 ns","66,822.51 ns","15,088.9",-28.3264 ns,14.00,8,No,"2,073 B",128.0176,0.0000,1.4648,0.0000,0.0000,0.0000,49344 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"126,318.89 ns",741.928 ns,657.699 ns,175.778 ns,"125,028.59 ns","125,935.31 ns","126,373.73 ns","126,674.93 ns","127,607.45 ns","7,916.5",-80.8888 ns,14.00,10,No,"2,073 B",256.0190,0.0000,2.9297,0.0000,0.0000,0.0000,98496 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"246,385.50 ns",821.010 ns,685.581 ns,190.146 ns,"244,946.48 ns","246,177.73 ns","246,557.03 ns","246,782.52 ns","247,235.94 ns","4,058.7",-88.5730 ns,13.00,12,No,"2,084 B",512.0225,0.0000,5.8594,0.0000,0.0000,0.0000,196800 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"510,787.70 ns","2,892.169 ns","2,563.832 ns",685.213 ns,"505,958.40 ns","510,616.31 ns","511,297.17 ns","511,501.12 ns","514,822.85 ns","1,957.8",-335.6065 ns,14.00,16,No,"2,073 B",1024.0117,0.0000,11.7188,0.0000,0.0000,0.0000,393408 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"985,113.31 ns","9,310.396 ns","8,253.423 ns","2,205.820 ns","976,136.91 ns","977,860.35 ns","982,724.61 ns","991,462.01 ns","1,000,509.18 ns","1,015.1","-1,095.9101 ns",14.00,19,No,"2,060 B",2048.0117,0.0000,23.4375,0.0000,0.0000,0.0000,786624 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,130,375.57 ns","42,189.764 ns","39,464.331 ns","10,189.647 ns","2,070,514.84 ns","2,095,629.69 ns","2,124,188.28 ns","2,165,537.11 ns","2,188,563.28 ns",469.4,"-5,087.3233 ns",15.00,21,No,"2,063 B",4096.0469,0.0000,46.8750,0.0000,7.8125,0.0000,1573056 B
'AddCacheItemAsync: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,452,101.64 ns","78,733.803 ns","93,727.000 ns","20,452.908 ns","4,315,465.62 ns","4,374,667.19 ns","4,447,143.75 ns","4,518,639.06 ns","4,644,246.88 ns",224.6,"-10,215.9541 ns",21.00,23,No,"2,063 B",8192.0625,0.0000,78.1250,0.0000,15.6250,0.0000,3145920 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"35,834.10 ns",218.289 ns,204.188 ns,52.721 ns,"35,401.39 ns","35,674.62 ns","35,868.07 ns","35,983.89 ns","36,139.58 ns","27,906.4",-18.8605 ns,15.00,6,No,"2,179 B",64.0164,0.0000,0.7324,0.0000,0.0000,0.0000,24768 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"65,937.60 ns",860.259 ns,804.686 ns,207.769 ns,"65,186.01 ns","65,306.75 ns","65,653.37 ns","66,518.18 ns","67,550.02 ns","15,165.9",-96.3846 ns,15.00,8,No,"2,063 B",128.0186,0.0000,1.4648,0.0000,0.0000,0.0000,49344 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"127,839.37 ns",549.231 ns,513.751 ns,132.650 ns,"126,680.74 ns","127,644.56 ns","127,831.32 ns","128,148.68 ns","128,746.85 ns","7,822.3",-58.8250 ns,15.00,10,No,"2,075 B",256.0249,0.0000,2.9297,0.0000,0.0000,0.0000,98496 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"253,580.20 ns","1,929.024 ns","1,710.030 ns",457.025 ns,"251,488.28 ns","252,458.08 ns","252,816.06 ns","254,470.92 ns","257,046.48 ns","3,943.5",-221.5123 ns,14.00,12,No,"2,074 B",512.0215,0.0000,5.8594,0.0000,0.0000,0.0000,196800 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"516,295.19 ns","9,932.588 ns","11,438.383 ns","2,557.700 ns","503,119.24 ns","506,459.77 ns","511,622.85 ns","527,837.55 ns","533,079.98 ns","1,936.9","-1,268.8501 ns",20.00,16,No,"2,060 B",1024.0098,0.0000,7.8125,0.0000,0.0000,0.0000,393408 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"990,347.35 ns","5,014.561 ns","4,445.278 ns","1,188.050 ns","984,721.48 ns","987,062.89 ns","989,141.99 ns","993,006.54 ns","998,731.64 ns","1,009.7",-587.0252 ns,14.00,19,No,"2,060 B",2048.0430,0.0000,23.4375,0.0000,0.0000,0.0000,786624 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,032,517.64 ns","23,802.318 ns","18,583.285 ns","5,364.532 ns","2,013,781.25 ns","2,017,864.45 ns","2,028,003.91 ns","2,042,286.33 ns","2,068,244.53 ns",492.0,"-2,676.2661 ns",12.00,21,No,"2,060 B",4096.0859,0.0000,46.8750,0.0000,7.8125,0.0000,1573056 B
'AddCacheItemAsync: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,560,328.41 ns","86,721.406 ns","96,390.613 ns","22,113.523 ns","4,424,097.66 ns","4,480,277.34 ns","4,523,428.91 ns","4,638,111.72 ns","4,759,921.09 ns",219.3,"-11,047.2616 ns",19.00,23,No,"2,060 B",8192.0156,0.0000,78.1250,0.0000,15.6250,0.0000,3145920 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"35,615.65 ns",282.963 ns,264.684 ns,68.341 ns,"35,038.76 ns","35,478.70 ns","35,722.55 ns","35,782.70 ns","35,992.88 ns","28,077.5",-26.6705 ns,15.00,6,No,"2,183 B",64.0171,0.0002,0.4883,0.0000,0.0000,0.0000,25288 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"66,829.03 ns",419.059 ns,391.988 ns,101.211 ns,"66,303.27 ns","66,472.51 ns","66,750.44 ns","67,151.82 ns","67,494.12 ns","14,963.6",-43.1054 ns,15.00,8,No,"2,105 B",128.0178,0.0002,1.7090,0.0000,0.0000,0.0000,50376 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"125,059.62 ns",799.884 ns,748.212 ns,193.187 ns,"123,760.28 ns","124,613.13 ns","125,021.66 ns","125,429.32 ns","126,434.94 ns","7,996.2",-89.0937 ns,15.00,10,No,"2,091 B",256.0186,0.0000,3.4180,0.0000,0.0000,0.0000,100552 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"252,175.61 ns",699.513 ns,584.125 ns,162.007 ns,"250,659.33 ns","251,990.09 ns","252,301.61 ns","252,484.03 ns","252,940.19 ns","3,965.5",-74.5036 ns,13.00,12,No,"2,091 B",512.0254,0.0000,5.8594,0.0000,0.0000,0.0000,200904 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"510,426.10 ns","3,750.227 ns","3,131.609 ns",868.552 ns,"506,532.23 ns","509,349.22 ns","509,910.35 ns","510,611.33 ns","516,919.53 ns","1,959.1",-427.7761 ns,13.00,16,No,"2,104 B",1024.0195,0.0000,11.7188,0.0000,0.0000,0.0000,401608 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"989,153.10 ns","9,775.929 ns","8,666.106 ns","2,316.114 ns","980,853.71 ns","983,668.36 ns","987,360.35 ns","988,736.23 ns","1,010,139.26 ns","1,011.0","-1,151.0571 ns",14.00,19,No,"2,102 B",2048.0195,0.0000,23.4375,0.0000,0.0000,0.0000,803016 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,152,082.12 ns","42,618.243 ns","43,765.797 ns","10,614.765 ns","2,053,434.38 ns","2,128,819.53 ns","2,149,881.25 ns","2,192,228.91 ns","2,213,675.00 ns",464.7,"-5,298.8825 ns",17.00,21,No,"2,091 B",4096.0313,0.0000,46.8750,0.0000,0.0000,0.0000,1605832 B
'AddCacheItemAsync: TimeSpan - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,559,577.34 ns","90,430.573 ns","88,814.914 ns","22,203.729 ns","4,455,205.47 ns","4,474,491.41 ns","4,553,783.59 ns","4,624,100.39 ns","4,732,458.59 ns",219.3,"-11,093.8643 ns",16.00,23,No,"2,102 B",8192.0313,0.0000,78.1250,0.0000,15.6250,0.0000,3211464 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"35,532.28 ns",263.002 ns,219.619 ns,60.911 ns,"35,268.93 ns","35,357.12 ns","35,441.40 ns","35,709.19 ns","35,955.62 ns","28,143.4",-23.9556 ns,13.00,6,No,"2,186 B",64.0172,0.0001,0.8545,0.0000,0.0000,0.0000,25288 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"68,437.04 ns",556.401 ns,493.235 ns,131.823 ns,"67,660.31 ns","68,200.89 ns","68,266.85 ns","68,722.33 ns","69,535.95 ns","14,612.0",-58.9113 ns,14.00,8,No,"2,126 B",128.0161,0.0000,1.7090,0.0000,0.0000,0.0000,50376 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"129,895.45 ns",791.501 ns,701.645 ns,187.522 ns,"128,957.20 ns","129,420.75 ns","129,641.36 ns","130,361.27 ns","131,174.68 ns","7,698.5",-86.7612 ns,14.00,10,No,"2,091 B",256.0215,0.0000,2.9297,0.0000,0.0000,0.0000,100552 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"247,286.38 ns",661.234 ns,552.160 ns,153.142 ns,"246,634.91 ns","246,780.13 ns","247,187.35 ns","247,660.30 ns","248,333.64 ns","4,043.9",-70.0708 ns,13.00,12,No,"2,115 B",512.0205,0.0000,5.8594,0.0000,0.0000,0.0000,200904 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"507,031.24 ns","4,659.611 ns","4,358.603 ns","1,125.386 ns","502,194.34 ns","503,489.36 ns","505,574.80 ns","510,244.34 ns","514,185.74 ns","1,972.3",-555.1932 ns,15.00,16,No,"2,102 B",1024.0371,0.0000,11.7188,0.0000,0.0000,0.0000,401608 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"984,051.79 ns","9,801.783 ns","8,184.932 ns","2,270.092 ns","974,591.21 ns","977,209.18 ns","983,338.87 ns","987,075.98 ns","1,004,538.87 ns","1,016.2","-1,128.5459 ns",13.00,19,No,"2,126 B",2048.0195,0.0000,23.4375,0.0000,0.0000,0.0000,803016 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"2,109,335.47 ns","38,518.569 ns","36,030.294 ns","9,302.982 ns","2,063,756.25 ns","2,085,675.00 ns","2,092,729.69 ns","2,130,844.14 ns","2,178,465.62 ns",474.1,"-4,643.9909 ns",15.00,21,No,"2,129 B",4096.0391,0.0000,46.8750,0.0000,7.8125,0.0000,1605832 B
'AddCacheItemAsync: Timespan',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"4,608,432.81 ns","90,475.737 ns","84,631.060 ns","21,851.646 ns","4,506,901.56 ns","4,532,725.78 ns","4,608,085.94 ns","4,665,735.94 ns","4,782,926.56 ns",217.0,"-10,918.3229 ns",15.00,23,No,"2,116 B",8192.0313,0.0000,78.1250,0.0000,15.6250,0.0000,3211464 B
AddCacheItem,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,734.75 ns",47.861 ns,39.967 ns,11.085 ns,"8,670.37 ns","8,710.84 ns","8,725.76 ns","8,755.36 ns","8,822.51 ns","114,485.3",0.9576 ns,13.00,3,No,"6,119 B",0.0000,0.0000,0.4883,0.0000,0.0153,0.0153,0 B
AddCacheItem,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"17,876.62 ns",174.184 ns,154.409 ns,41.268 ns,"17,643.96 ns","17,752.58 ns","17,853.50 ns","18,017.99 ns","18,120.96 ns","55,939.0",-13.6338 ns,14.00,4,No,"6,119 B",0.0000,0.0000,0.9460,0.0000,0.0305,0.0305,172071 B
