Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Rank,Baseline,Code Size,Completed Work Items,Lock Contentions,Gen0,Exceptions,Gen1,Gen2,Allocated
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,155.22 ns",51.547 ns,45.695 ns,12.212 ns,"8,073.58 ns","8,128.03 ns","8,157.60 ns","8,182.28 ns","8,230.86 ns","122,620.8",0.8938 ns,14.00,3,No,"8,324 B",0.0000,0.0000,0.4578,0.0000,0.0000,0.0000,13824 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"16,263.08 ns",185.895 ns,173.886 ns,44.897 ns,"15,972.15 ns","16,150.09 ns","16,278.47 ns","16,375.54 ns","16,554.40 ns","61,489.0",-14.9486 ns,15.00,4,No,"8,359 B",0.0000,0.0000,0.9155,0.0000,0.0000,0.0000,27648 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"34,671.15 ns",163.195 ns,136.275 ns,37.796 ns,"34,466.06 ns","34,534.98 ns","34,679.89 ns","34,777.21 ns","34,884.07 ns","28,842.4",-12.3980 ns,13.00,6,No,"8,356 B",0.0000,0.0000,1.9531,0.0000,0.1221,0.1221,55296 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"74,147.40 ns",437.262 ns,387.621 ns,103.596 ns,"73,450.12 ns","73,915.87 ns","74,107.43 ns","74,368.32 ns","74,819.90 ns","13,486.6",-44.7980 ns,14.00,9,No,"8,378 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"153,805.57 ns","1,135.718 ns","1,062.351 ns",274.298 ns,"152,420.37 ns","153,113.51 ns","153,397.20 ns","154,319.81 ns","155,870.74 ns","6,501.7",-129.6490 ns,15.00,11,No,"8,248 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"301,414.88 ns","1,567.985 ns","1,389.978 ns",371.487 ns,"299,585.42 ns","300,684.90 ns","301,060.64 ns","302,082.78 ns","304,830.15 ns","3,317.7",-178.7436 ns,14.00,13,No,"8,378 B",0.0000,0.0000,3.4180,0.0000,0.0000,0.0000,442368 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"682,190.70 ns","3,887.713 ns","3,636.570 ns",938.958 ns,"677,297.75 ns","679,571.39 ns","681,200.59 ns","684,768.60 ns","688,627.15 ns","1,465.9",-461.9791 ns,15.00,17,No,"8,256 B",0.0000,0.0000,28.3203,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: DataTimeOffset - IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,442,861.49 ns","15,149.658 ns","14,171.000 ns","3,658.936 ns","1,410,890.33 ns","1,433,502.54 ns","1,446,019.24 ns","1,450,783.30 ns","1,467,655.96 ns",693.1,"-1,821.9682 ns",15.00,20,No,"8,239 B",0.0000,0.0000,46.8750,0.0000,11.7188,0.0000,1769472 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,313.15 ns",85.931 ns,80.379 ns,20.754 ns,"8,131.18 ns","8,264.94 ns","8,311.86 ns","8,372.22 ns","8,461.06 ns","120,291.3",-2.8769 ns,15.00,3,No,"8,324 B",0.0000,0.0000,0.4578,0.0000,0.0000,0.0000,13824 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"16,459.21 ns",282.352 ns,250.298 ns,66.895 ns,"16,071.22 ns","16,228.03 ns","16,564.89 ns","16,602.64 ns","16,841.55 ns","60,756.3",-26.4474 ns,14.00,4,No,"8,359 B",0.0000,0.0000,0.9155,0.0000,0.0000,0.0000,27648 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"34,710.12 ns",195.569 ns,163.309 ns,45.294 ns,"34,484.39 ns","34,598.47 ns","34,690.16 ns","34,875.41 ns","34,980.63 ns","28,810.0",-16.1469 ns,13.00,6,No,"8,356 B",0.0000,0.0000,1.9531,0.0000,0.0610,0.0610,0 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"75,383.87 ns",656.907 ns,614.471 ns,158.656 ns,"74,680.31 ns","74,824.55 ns","75,405.99 ns","75,702.05 ns","76,930.11 ns","13,265.4",-71.8279 ns,15.00,9,No,"8,378 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"153,732.56 ns","1,303.564 ns","1,219.355 ns",314.836 ns,"152,004.86 ns","152,820.39 ns","153,420.02 ns","155,043.80 ns","155,612.26 ns","6,504.8",-149.9180 ns,15.00,11,No,"8,340 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"302,514.50 ns","2,049.816 ns","1,917.399 ns",495.070 ns,"299,440.53 ns","301,290.80 ns","302,034.23 ns","303,936.06 ns","306,281.20 ns","3,305.6",-240.0352 ns,15.00,13,No,"8,273 B",0.0000,0.0000,3.4180,0.0000,0.0000,0.0000,442368 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"688,695.75 ns","5,730.424 ns","5,360.242 ns","1,384.008 ns","682,140.92 ns","684,238.09 ns","687,983.98 ns","691,075.49 ns","699,330.96 ns","1,452.0",-684.5042 ns,15.00,17,No,"8,256 B",0.0000,0.0000,27.3438,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: DataTimeOffset - IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,445,027.68 ns","13,954.528 ns","13,053.075 ns","3,370.289 ns","1,420,528.91 ns","1,433,129.69 ns","1,447,960.35 ns","1,454,402.73 ns","1,463,538.87 ns",692.0,"-1,677.6447 ns",15.00,20,No,"8,243 B",0.0000,0.0000,46.8750,0.0000,13.6719,0.0000,1769472 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,526.65 ns",103.886 ns,97.175 ns,25.091 ns,"8,413.58 ns","8,438.11 ns","8,485.41 ns","8,605.72 ns","8,668.34 ns","117,279.3",-5.0453 ns,15.00,3,No,"8,416 B",0.0000,0.0000,0.5035,0.0000,0.0153,0.0153,0 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"16,996.33 ns",181.963 ns,170.208 ns,43.948 ns,"16,737.38 ns","16,843.46 ns","17,036.74 ns","17,134.02 ns","17,263.26 ns","58,836.2",-14.4738 ns,15.00,4,No,"8,451 B",0.0000,0.0000,0.9766,0.0000,0.0305,0.0305,0 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"39,107.94 ns",169.827 ns,132.589 ns,38.275 ns,"38,757.48 ns","39,095.09 ns","39,131.40 ns","39,189.74 ns","39,261.02 ns","25,570.3",-13.1376 ns,12.00,7,No,"8,436 B",0.0000,0.0000,1.9531,0.0000,0.1221,0.1221,55296 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"78,826.30 ns",396.240 ns,351.256 ns,93.877 ns,"78,277.47 ns","78,597.34 ns","78,841.50 ns","78,981.74 ns","79,565.95 ns","12,686.1",-39.9386 ns,14.00,9,No,"8,470 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"154,549.70 ns",973.852 ns,910.942 ns,235.204 ns,"152,715.38 ns","154,075.29 ns","154,738.38 ns","155,177.21 ns","155,839.62 ns","6,470.4",-110.1021 ns,15.00,11,No,"8,432 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"343,727.67 ns","2,244.399 ns","2,099.412 ns",542.066 ns,"340,806.84 ns","342,113.26 ns","343,192.43 ns","345,162.43 ns","347,374.32 ns","2,909.3",-263.5329 ns,15.00,15,No,"8,327 B",0.0000,0.0000,14.1602,0.0000,1.4648,0.0000,442368 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"698,590.84 ns","5,061.587 ns","4,486.965 ns","1,199.192 ns","689,137.40 ns","697,288.40 ns","699,755.18 ns","701,535.99 ns","704,118.55 ns","1,431.5",-592.5959 ns,14.00,17,No,"8,348 B",0.0000,0.0000,28.3203,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: DateTimeOffset',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,495,213.44 ns","14,925.941 ns","13,961.735 ns","3,604.904 ns","1,476,593.36 ns","1,483,949.80 ns","1,493,123.24 ns","1,507,656.45 ns","1,516,161.72 ns",668.8,"-1,794.9522 ns",15.00,20,No,"8,331 B",0.0000,0.0000,46.8750,0.0000,13.6719,0.0000,1769472 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,505.25 ns",73.971 ns,61.769 ns,17.132 ns,"8,396.82 ns","8,475.47 ns","8,513.48 ns","8,540.93 ns","8,625.16 ns","117,574.4",-2.0658 ns,13.00,3,No,"6,031 B",0.0000,0.0000,0.4883,0.0000,0.0305,0.0305,13824 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"17,137.55 ns",84.456 ns,70.525 ns,19.560 ns,"17,008.08 ns","17,103.15 ns","17,140.17 ns","17,176.35 ns","17,242.88 ns","58,351.4",-3.2800 ns,13.00,4,No,"6,031 B",0.0000,0.0000,0.9766,0.0000,0.0305,0.0305,0 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"36,531.89 ns",220.828 ns,184.402 ns,51.144 ns,"36,130.95 ns","36,469.33 ns","36,575.89 ns","36,664.14 ns","36,722.38 ns","27,373.3",-19.0719 ns,13.00,6,No,"6,031 B",0.0000,0.0000,1.8311,0.0000,0.0000,0.0000,55296 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"77,265.40 ns",397.307 ns,352.202 ns,94.130 ns,"76,593.12 ns","77,024.09 ns","77,311.15 ns","77,461.42 ns","77,955.74 ns","12,942.4",-40.0650 ns,14.00,9,No,"6,034 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"156,223.78 ns","1,256.763 ns","1,114.087 ns",297.752 ns,"154,801.21 ns","155,493.23 ns","156,026.00 ns","156,945.42 ns","158,891.22 ns","6,401.1",-141.8762 ns,14.00,11,No,"6,031 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"314,304.56 ns","1,696.943 ns","1,587.321 ns",409.845 ns,"311,739.53 ns","313,373.27 ns","313,820.68 ns","315,650.88 ns","316,951.64 ns","3,181.6",-197.4223 ns,15.00,14,No,"5,926 B",0.0000,0.0000,3.4180,0.0000,0.0000,0.0000,442368 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"696,991.96 ns","5,888.018 ns","5,507.655 ns","1,422.070 ns","686,076.56 ns","694,511.52 ns","695,604.49 ns","700,849.17 ns","709,006.64 ns","1,434.7",-703.5352 ns,15.00,17,No,"5,909 B",0.0000,0.0000,25.3906,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: IDataModel',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,493,474.11 ns","18,813.566 ns","16,677.737 ns","4,457.313 ns","1,470,137.70 ns","1,481,767.43 ns","1,489,390.72 ns","1,503,550.88 ns","1,526,745.90 ns",669.6,"-2,221.6563 ns",14.00,20,No,"5,884 B",0.0000,0.0000,44.9219,0.0000,13.6719,0.0000,1769472 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"8,577.62 ns",121.019 ns,113.202 ns,29.229 ns,"8,376.62 ns","8,475.41 ns","8,586.11 ns","8,666.09 ns","8,756.60 ns","116,582.4",-7.1143 ns,15.00,3,No,"6,031 B",0.0000,0.0000,0.4578,0.0000,0.0000,0.0000,13824 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"17,220.05 ns",176.521 ns,165.118 ns,42.633 ns,"16,842.27 ns","17,129.13 ns","17,225.96 ns","17,301.64 ns","17,468.76 ns","58,071.8",-13.8166 ns,15.00,4,No,"6,027 B",0.0000,0.0000,0.7935,0.0000,0.0000,0.0000,27648 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"36,010.43 ns",326.788 ns,305.678 ns,78.926 ns,"35,563.85 ns","35,821.95 ns","35,911.33 ns","36,218.08 ns","36,612.04 ns","27,769.7",-31.9629 ns,15.00,6,No,"6,031 B",0.0000,0.0000,1.9531,0.0000,0.1221,0.1221,55296 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"76,660.90 ns",473.039 ns,442.481 ns,114.248 ns,"75,995.57 ns","76,333.99 ns","76,685.07 ns","76,898.44 ns","77,702.39 ns","13,044.5",-49.6240 ns,15.00,9,No,"6,034 B",0.0000,0.0000,0.9766,0.0000,0.0000,0.0000,110592 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"157,210.24 ns",452.215 ns,377.620 ns,104.733 ns,"156,618.01 ns","156,919.91 ns","157,327.33 ns","157,420.25 ns","157,919.03 ns","6,360.9",-45.8665 ns,13.00,11,No,"6,031 B",0.0000,0.0000,1.7090,0.0000,0.0000,0.0000,221184 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"319,847.13 ns","1,859.154 ns","1,739.054 ns",449.022 ns,"317,092.46 ns","318,651.32 ns","319,732.54 ns","320,883.57 ns","323,697.78 ns","3,126.5",-217.0108 ns,15.00,14,No,"5,926 B",0.0000,0.0000,14.1602,0.0000,1.4648,0.0000,442368 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"703,146.02 ns","3,783.643 ns","3,354.101 ns",896.421 ns,"695,610.06 ns","701,840.84 ns","703,071.83 ns","704,252.64 ns","708,629.69 ns","1,422.2",-441.2106 ns,14.00,17,No,"5,909 B",0.0000,0.0000,28.3203,0.0000,3.9063,0.0000,884736 B
'AddCacheItem: IDataRecord',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,580,539.15 ns","13,476.667 ns","12,606.083 ns","3,254.877 ns","1,558,176.56 ns","1,573,064.36 ns","1,583,460.94 ns","1,587,684.77 ns","1,607,337.50 ns",632.7,"-1,619.9383 ns",15.00,20,No,"5,993 B",0.0000,0.0000,48.8281,0.0000,11.7188,0.0000,1769472 B
