Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Completed Work Items,Lock Contentions,Exceptions
Count,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"21,548.38 ns",149.402 ns,132.441 ns,35.396 ns,"21,356.75 ns","21,457.82 ns","21,507.73 ns","21,628.90 ns","21,797.28 ns","46,407.2",-10.6981 ns,14.00,1.898,2.000,0.4176,15,*,No,903 B,0.0000,0.0000,0.0000
Count,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"21,539.64 ns",79.376 ns,74.248 ns,19.171 ns,"21,401.12 ns","21,485.11 ns","21,514.06 ns","21,597.99 ns","21,649.19 ns","46,426.0",-2.0854 ns,15.00,1.643,2.000,-0.1237,15,*,No,910 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"1,336.82 ns",5.199 ns,4.863 ns,1.256 ns,"1,331.08 ns","1,332.20 ns","1,337.08 ns","1,340.02 ns","1,344.31 ns","748,043.9",6.8722 ns,15.00,1.362,2.000,0.1889,4,*,No,927 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"2,662.29 ns",16.562 ns,14.682 ns,3.924 ns,"2,640.58 ns","2,649.77 ns","2,666.80 ns","2,671.09 ns","2,691.45 ns","375,616.4",5.0381 ns,14.00,1.906,2.000,0.1779,6,*,No,919 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,687.50 ns",6.120 ns,5.425 ns,1.450 ns,"2,678.72 ns","2,684.00 ns","2,687.95 ns","2,691.61 ns","2,695.64 ns","372,092.6",6.2750 ns,14.00,1.643,2.000,-0.0271,6,*,No,920 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"10,352.43 ns",22.035 ns,19.534 ns,5.221 ns,"10,323.25 ns","10,341.24 ns","10,345.05 ns","10,364.36 ns","10,390.34 ns","96,595.6",4.3897 ns,14.00,1.998,2.000,0.5130,10,*,No,"1,028 B",0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"10,382.73 ns",43.695 ns,40.872 ns,10.553 ns,"10,311.30 ns","10,355.22 ns","10,382.97 ns","10,419.27 ns","10,433.21 ns","96,313.8",2.2234 ns,15.00,1.685,2.000,-0.2921,10,*,No,920 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"20,700.82 ns",126.445 ns,112.090 ns,29.957 ns,"20,545.91 ns","20,636.19 ns","20,691.17 ns","20,778.74 ns","20,916.55 ns","48,307.3",-7.9787 ns,14.00,1.946,2.000,0.1960,14,*,No,920 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"20,703.54 ns",93.663 ns,87.612 ns,22.621 ns,"20,598.86 ns","20,629.78 ns","20,675.61 ns","20,774.67 ns","20,885.54 ns","48,300.9",-3.8107 ns,15.00,1.873,2.000,0.4522,14,*,No,920 B,0.0000,0.0000,0.0000
IsEmpty,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"20,731.35 ns",70.349 ns,65.804 ns,16.991 ns,"20,617.17 ns","20,682.58 ns","20,733.55 ns","20,783.63 ns","20,846.08 ns","48,236.1",-0.9953 ns,15.00,1.776,2.000,-0.1141,14,*,No,927 B,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,45.50 ns,0.232 ns,0.194 ns,0.054 ns,45.20 ns,45.41 ns,45.47 ns,45.56 ns,45.90 ns,"21,976,869.0",6.4731 ns,13.00,2.369,2.000,0.5283,3,*,No,"1,258 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,44.31 ns,0.129 ns,0.114 ns,0.031 ns,44.04 ns,44.26 ns,44.32 ns,44.36 ns,44.47 ns,"22,570,451.1",6.9847 ns,14.00,2.838,2.000,-0.5155,3,*,No,"1,155 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,44.14 ns,0.132 ns,0.124 ns,0.032 ns,43.96 ns,44.07 ns,44.12 ns,44.21 ns,44.37 ns,"22,653,012.7",7.4840 ns,15.00,1.909,2.000,0.4013,3,*,No,"1,153 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,45.06 ns,0.135 ns,0.120 ns,0.032 ns,44.83 ns,44.98 ns,45.06 ns,45.14 ns,45.27 ns,"22,190,564.0",6.9840 ns,14.00,2.131,2.000,0.0076,3,*,No,"1,258 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,44.23 ns,0.150 ns,0.140 ns,0.036 ns,44.02 ns,44.10 ns,44.18 ns,44.36 ns,44.46 ns,"22,610,780.7",7.4819 ns,15.00,1.465,2.000,0.2635,3,*,No,"1,210 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,44.15 ns,0.178 ns,0.166 ns,0.043 ns,43.91 ns,44.00 ns,44.13 ns,44.28 ns,44.39 ns,"22,650,093.3",7.4785 ns,15.00,1.439,2.000,-0.0354,3,*,No,"1,153 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,44.15 ns,0.149 ns,0.139 ns,0.036 ns,43.90 ns,44.08 ns,44.17 ns,44.26 ns,44.40 ns,"22,648,999.5",7.4820 ns,15.00,1.974,2.000,-0.1500,3,*,No,"1,258 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,44.02 ns,0.141 ns,0.125 ns,0.033 ns,43.86 ns,43.93 ns,44.02 ns,44.08 ns,44.29 ns,"22,714,792.9",6.9833 ns,14.00,2.289,2.000,0.5187,3,*,No,"1,258 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,44.14 ns,0.109 ns,0.102 ns,0.026 ns,44.00 ns,44.07 ns,44.11 ns,44.22 ns,44.37 ns,"22,657,294.3",7.4868 ns,15.00,2.425,2.000,0.7088,3,*,No,"1,253 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,44.27 ns,0.198 ns,0.176 ns,0.047 ns,44.06 ns,44.14 ns,44.22 ns,44.30 ns,44.64 ns,"22,589,592.3",6.9765 ns,14.00,2.373,2.000,0.8349,3,*,No,"1,251 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,44.09 ns,0.174 ns,0.162 ns,0.042 ns,43.88 ns,43.98 ns,44.05 ns,44.23 ns,44.37 ns,"22,680,086.3",7.4790 ns,15.00,1.614,2.000,0.2723,3,*,No,"1,201 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,44.20 ns,0.196 ns,0.183 ns,0.047 ns,43.95 ns,44.08 ns,44.20 ns,44.28 ns,44.55 ns,"22,622,029.9",7.4763 ns,15.00,1.987,2.000,0.2330,3,*,No,"1,253 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,44.27 ns,0.150 ns,0.140 ns,0.036 ns,44.05 ns,44.17 ns,44.23 ns,44.37 ns,44.54 ns,"22,589,244.4",7.4819 ns,15.00,1.944,2.000,0.4307,3,*,No,"1,253 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,44.21 ns,0.179 ns,0.159 ns,0.042 ns,43.96 ns,44.13 ns,44.21 ns,44.30 ns,44.55 ns,"22,619,606.3",6.9788 ns,14.00,2.478,2.000,0.2351,3,*,No,"1,253 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,44.27 ns,0.112 ns,0.099 ns,0.027 ns,44.10 ns,44.22 ns,44.25 ns,44.34 ns,44.43 ns,"22,590,332.5",6.9867 ns,14.00,1.893,2.000,0.0761,3,*,No,"1,251 B",0.0000,0.0000,0.0000
TryRemove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,45.56 ns,0.214 ns,0.200 ns,0.052 ns,45.27 ns,45.43 ns,45.56 ns,45.67 ns,45.98 ns,"21,948,419.1",7.4741 ns,15.00,2.280,2.000,0.3735,3,*,No,"1,148 B",0.0000,0.0000,0.0000
