Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,65.0762 ns,0.9168 ns,0.8127 ns,0.2172 ns,64.8026 ns,64.1233 ns,64.4722 ns,65.5816 ns,66.8672 ns,"15,366,598.079",6.8914 ns,14.00,2.225,2.000,0.6738,22,*,No,0.0000,"1,945 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,131.3529 ns,0.8731 ns,0.8167 ns,0.2109 ns,131.2099 ns,130.1775 ns,130.8049 ns,131.8256 ns,132.9154 ns,"7,613,081.829",7.3946 ns,15.00,1.980,2.000,0.4927,25,*,No,0.0000,"1,817 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,255.2459 ns,1.5704 ns,1.4689 ns,0.3793 ns,254.9587 ns,252.9730 ns,254.1265 ns,256.0755 ns,257.8833 ns,"3,917,790.621",7.3104 ns,15.00,1.887,2.000,0.3056,29,*,No,0.0000,"1,950 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,506.6402 ns,4.3210 ns,3.8304 ns,1.0237 ns,505.4668 ns,502.3134 ns,503.1425 ns,509.8048 ns,513.7897 ns,"1,973,787.278",6.4881 ns,14.00,1.662,2.000,0.4369,35,*,No,0.0000,"1,950 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,"1,085.2368 ns",13.1500 ns,12.3005 ns,3.1760 ns,"1,081.6023 ns","1,066.9556 ns","1,074.7864 ns","1,097.8385 ns","1,104.5092 ns","921,457.919",5.9120 ns,15.00,1.363,2.000,0.1410,41,*,No,0.0000,"1,950 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,"2,628.0808 ns",52.4551 ns,64.4196 ns,13.7343 ns,"2,626.0670 ns","2,543.7634 ns","2,559.6954 ns","2,687.5235 ns","2,728.8040 ns","380,505.805",4.1328 ns,22.00,1.378,2.500,0.0584,49,*,No,0.0000,"1,817 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,"9,491.3214 ns",131.9590 ns,110.1917 ns,30.5617 ns,"9,511.9583 ns","9,249.7238 ns","9,435.1318 ns","9,597.1680 ns","9,610.2539 ns","105,359.408",-8.7808 ns,13.00,2.402,2.000,-0.7376,64,*,No,0.0000,"1,950 B"
'Process Collection: FastProcessor()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,"20,278.0517 ns",387.6894 ns,362.6449 ns,93.6345 ns,"20,354.1000 ns","19,814.2075 ns","19,961.6776 ns","20,514.2746 ns","20,864.2746 ns","49,314.402",-39.3173 ns,15.00,1.509,2.000,0.2459,69,*,No,0.0000,"2,254 B"
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",64,48.7525 ns,0.3864 ns,0.3614 ns,0.0933 ns,48.8024 ns,48.3406 ns,48.4230 ns,48.9318 ns,49.3594 ns,"20,511,747.805",7.4533 ns,15.00,1.665,2.000,0.3616,21,*,No,0.0000,944 B
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",128,76.5459 ns,0.5200 ns,0.4864 ns,0.1256 ns,76.4507 ns,75.7065 ns,76.1177 ns,76.9477 ns,77.2953 ns,"13,064,053.785",7.4372 ns,15.00,1.580,2.000,-0.0346,23,*,No,0.0000,949 B
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",256,155.0701 ns,0.9762 ns,0.9131 ns,0.2358 ns,155.1002 ns,153.6716 ns,154.3910 ns,155.5955 ns,157.0209 ns,"6,448,694.981",7.3821 ns,15.00,2.273,2.000,0.3253,26,*,No,0.0000,"1,082 B"
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",512,352.9945 ns,2.0045 ns,1.8750 ns,0.4841 ns,352.6625 ns,349.5671 ns,351.9552 ns,354.1340 ns,356.4268 ns,"2,832,905.156",7.2579 ns,15.00,2.168,2.000,-0.0592,32,*,No,0.0000,949 B
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",1024,798.0923 ns,8.0699 ns,7.5485 ns,1.9490 ns,798.3141 ns,784.4959 ns,792.9039 ns,802.0400 ns,815.2880 ns,"1,252,987.839",6.5255 ns,15.00,2.801,2.000,0.4020,38,*,No,0.0000,949 B
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",2048,"1,949.1393 ns",28.2773 ns,26.4506 ns,6.8295 ns,"1,953.9951 ns","1,910.0014 ns","1,930.0488 ns","1,968.3435 ns","2,000.8190 ns","513,046.963",4.0852 ns,15.00,1.888,2.000,0.1900,46,*,No,0.0000,949 B
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",4096,"7,143.9090 ns",115.6450 ns,96.5688 ns,26.7834 ns,"7,183.7303 ns","6,978.4584 ns","7,047.1764 ns","7,203.8460 ns","7,249.9054 ns","139,979.387",-6.8917 ns,13.00,1.581,2.000,-0.6052,60,*,No,0.0000,"1,456 B"
'Process Collection: foreach()',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,**FOR COMPARISON**,Collections",8192,"18,654.8257 ns",257.1067 ns,240.4978 ns,62.0963 ns,"18,567.8055 ns","18,330.0888 ns","18,498.8724 ns","18,809.9106 ns","19,100.1144 ns","53,605.432",-23.5481 ns,15.00,1.881,2.000,0.6271,68,*,No,0.0000,"1,436 B"
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,68.0423 ns,1.3894 ns,1.8065 ns,0.3688 ns,67.6198 ns,65.6953 ns,66.6684 ns,68.9952 ns,72.1558 ns,"14,696,746.200",11.8156 ns,24.00,2.468,2.182,0.7254,22,*,No,0.0000,290 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,124.9410 ns,1.1040 ns,1.0327 ns,0.2666 ns,124.9550 ns,123.2728 ns,124.2386 ns,125.4666 ns,127.1936 ns,"8,003,780.981",7.3667 ns,15.00,2.382,2.000,0.4016,25,*,No,0.0000,290 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,247.4255 ns,2.7696 ns,2.3127 ns,0.6414 ns,246.5299 ns,244.3881 ns,246.2795 ns,248.3733 ns,253.3149 ns,"4,041,620.470",6.1793 ns,13.00,3.626,2.000,1.1052,29,*,No,0.0000,489 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,500.6025 ns,4.8730 ns,3.8046 ns,1.0983 ns,499.2507 ns,496.0798 ns,498.3675 ns,502.4799 ns,509.7235 ns,"1,997,592.902",5.4509 ns,12.00,3.119,2.000,1.0037,35,*,No,0.0000,489 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,914.9538 ns,7.2899 ns,6.0874 ns,1.6883 ns,915.1965 ns,905.9254 ns,909.8740 ns,919.0102 ns,928.4649 ns,"1,092,951.390",5.6558 ns,13.00,2.476,2.000,0.5219,39,*,No,0.0000,482 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,"1,952.3642 ns",18.2146 ns,15.2100 ns,4.2185 ns,"1,950.0652 ns","1,929.3674 ns","1,946.1967 ns","1,960.8383 ns","1,983.3939 ns","512,199.508",4.3908 ns,13.00,2.378,2.000,0.3388,46,*,No,0.0000,489 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,"3,183.7474 ns",24.5016 ns,22.9188 ns,5.9176 ns,"3,174.1974 ns","3,154.4369 ns","3,166.5335 ns","3,203.5151 ns","3,221.9685 ns","314,095.267",4.5412 ns,15.00,1.435,2.000,0.2555,51,*,No,0.0000,474 B
'RemoveFirst : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,"6,586.2185 ns",18.6853 ns,15.6031 ns,4.3275 ns,"6,585.3600 ns","6,568.6012 ns","6,573.6626 ns","6,592.5262 ns","6,623.2437 ns","151,832.193",4.3362 ns,13.00,2.870,2.000,0.7926,59,*,No,0.0000,474 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,67.4086 ns,1.1918 ns,1.9912 ns,0.3319 ns,66.4011 ns,65.5875 ns,65.9463 ns,68.7627 ns,72.3363 ns,"14,834,894.548",17.8341 ns,36.00,2.888,2.435,1.0816,22,*,No,0.0000,275 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,128.1481 ns,0.7718 ns,0.7219 ns,0.1864 ns,128.1348 ns,127.3360 ns,127.5503 ns,128.5174 ns,129.9324 ns,"7,803,473.779",7.4068 ns,15.00,2.997,2.000,0.8290,25,*,No,0.0000,278 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,243.4510 ns,1.6609 ns,1.5536 ns,0.4011 ns,243.7115 ns,240.9128 ns,242.4175 ns,244.2939 ns,246.4208 ns,"4,107,602.050",7.2994 ns,15.00,2.100,2.000,0.2183,29,*,No,0.0000,474 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,504.5472 ns,6.8601 ns,6.4169 ns,1.6568 ns,500.9661 ns,496.7617 ns,499.7878 ns,509.8733 ns,515.2264 ns,"1,981,975.218",6.6716 ns,15.00,1.531,2.000,0.5004,35,*,No,0.0000,477 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,912.4203 ns,12.9357 ns,12.1001 ns,3.1242 ns,906.7927 ns,897.3971 ns,904.1125 ns,919.4464 ns,934.2937 ns,"1,095,986.124",5.9379 ns,15.00,1.775,2.000,0.5193,39,*,No,0.0000,474 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,"1,942.5596 ns",15.2407 ns,13.5105 ns,3.6108 ns,"1,941.8562 ns","1,924.6780 ns","1,931.5233 ns","1,949.3524 ns","1,965.2321 ns","514,784.714",5.1946 ns,14.00,1.594,2.000,0.2899,46,*,No,0.0000,474 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,"3,206.7120 ns",18.1584 ns,16.9854 ns,4.3856 ns,"3,208.8745 ns","3,173.2727 ns","3,197.7871 ns","3,217.8890 ns","3,231.6162 ns","311,845.900",5.3072 ns,15.00,2.072,2.000,-0.3641,51,*,No,0.0000,462 B
'RemoveLast : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,"6,624.2066 ns",25.6553 ns,21.4233 ns,5.9418 ns,"6,623.3345 ns","6,578.1425 ns","6,614.9643 ns","6,634.3185 ns","6,667.3019 ns","150,961.475",3.5291 ns,13.00,3.075,2.000,-0.1694,59,*,No,0.0000,462 B
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",64,45.2587 ns,0.6197 ns,0.5175 ns,0.1435 ns,45.1369 ns,44.4703 ns,45.0086 ns,45.5378 ns,46.2593 ns,"22,095,200.305",6.4282 ns,13.00,1.985,2.000,0.2225,20,*,No,0.0000,"1,403 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",128,68.4332 ns,1.3213 ns,1.5216 ns,0.3402 ns,68.0523 ns,66.7044 ns,67.1404 ns,69.1433 ns,71.9989 ns,"14,612,791.912",9.8299 ns,20.00,2.606,2.000,0.8590,22,*,No,0.0000,"1,403 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",256,127.5394 ns,1.5050 ns,1.4078 ns,0.3635 ns,126.9233 ns,126.1578 ns,126.4850 ns,128.7254 ns,130.5786 ns,"7,840,716.796",7.3183 ns,15.00,2.103,2.000,0.8284,25,*,No,0.0000,"1,602 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",512,241.2567 ns,2.6431 ns,2.3431 ns,0.6262 ns,240.4723 ns,238.8043 ns,239.7071 ns,241.8128 ns,245.8617 ns,"4,144,963.304",6.6869 ns,14.00,2.217,2.000,0.8868,29,*,No,0.0000,"1,602 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",1024,495.1541 ns,4.1840 ns,3.4938 ns,0.9690 ns,494.8544 ns,490.1422 ns,492.5631 ns,495.8612 ns,502.6284 ns,"2,019,573.397",6.0155 ns,13.00,2.702,2.000,0.7615,35,*,No,0.0000,"1,613 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",2048,907.2542 ns,8.8812 ns,8.3075 ns,2.1450 ns,907.1962 ns,893.3721 ns,901.3657 ns,913.2476 ns,923.7182 ns,"1,102,226.940",6.4275 ns,15.00,1.988,2.000,0.2028,39,*,No,0.0000,"1,613 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",4096,"1,943.6934 ns",31.1406 ns,27.6053 ns,7.3778 ns,"1,941.1907 ns","1,911.0744 ns","1,918.8612 ns","1,954.1641 ns","2,001.4126 ns","514,484.426",3.3111 ns,14.00,2.295,2.000,0.6227,46,*,No,0.0000,"1,602 B"
'Select Items: ArraySegment-HalfCount',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,**FOR COMPARISON**",8192,"3,283.1034 ns",17.6248 ns,16.4863 ns,4.2567 ns,"3,287.1670 ns","3,247.2504 ns","3,273.6609 ns","3,296.8622 ns","3,299.8104 ns","304,589.855",5.3716 ns,15.00,2.261,2.000,-0.7543,51,*,No,0.0000,"1,587 B"
'ToDistinct : Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,"7,058.4188 ns",59.0374 ns,55.2236 ns,14.2587 ns,"7,039.9010 ns","6,979.4250 ns","7,031.3183 ns","7,103.5072 ns","7,169.9417 ns","141,674.789",0.3707 ns,15.00,1.994,2.000,0.3180,60,*,No,0.0000,"4,624 B"
