Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size
'FastClone: Array - Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,Collections",512,503.5516 ns,7.8356 ns,10.7255 ns,2.1034 ns,499.9377 ns,493.3207 ns,496.4926 ns,505.2676 ns,536.2247 ns,"1,985,893.754",11.9483 ns,26.00,4.602,2.000,1.5691,35,*,No,0.0000,"1,292 B"
'FastClone: Array - Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,Collections",1024,920.0710 ns,5.9608 ns,5.2841 ns,1.4122 ns,919.2183 ns,912.6599 ns,916.0587 ns,923.9094 ns,929.6608 ns,"1,086,872.633",6.2939 ns,14.00,1.716,2.000,0.3762,39,*,No,0.0000,"1,297 B"
'FastClone: Array - Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,Collections",2048,"1,965.1881 ns",28.9215 ns,27.0532 ns,6.9851 ns,"1,960.4305 ns","1,915.2992 ns","1,945.4025 ns","1,981.3696 ns","2,020.4391 ns","508,857.138",4.0074 ns,15.00,2.324,2.000,0.2699,46,*,No,0.0000,"1,277 B"
'FastClone: Array - Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,Collections",4096,"3,220.9790 ns",19.8857 ns,18.6011 ns,4.8028 ns,"3,228.6339 ns","3,190.2920 ns","3,203.9921 ns","3,233.9539 ns","3,243.5764 ns","310,464.618",5.0986 ns,15.00,1.569,2.000,-0.4631,51,*,No,0.0000,"1,267 B"
'FastClone: Array - Record',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Record Type,Collections",8192,"6,560.3009 ns",17.3290 ns,15.3617 ns,4.1056 ns,"6,559.8217 ns","6,535.1013 ns","6,549.7505 ns","6,569.0525 ns","6,586.0313 ns","152,432.033",4.9472 ns,14.00,1.964,2.000,0.1821,59,*,No,0.0000,"1,271 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",64,109.7239 ns,2.8789 ns,8.4884 ns,0.8488 ns,108.3702 ns,97.4217 ns,101.9782 ns,117.5158 ns,122.3182 ns,"9,113,786.466",49.5756 ns,100.00,1.236,3.920,0.0712,24,*,No,0.0000,"1,082 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",128,152.9285 ns,3.0793 ns,3.0243 ns,0.7561 ns,151.6460 ns,149.7028 ns,150.7476 ns,154.2555 ns,159.8811 ns,"6,539,002.507",7.6220 ns,16.00,2.615,2.000,0.9139,26,*,No,0.0000,"1,095 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",256,262.4718 ns,5.1963 ns,5.9841 ns,1.3381 ns,260.0380 ns,255.6815 ns,257.3761 ns,267.0941 ns,274.2986 ns,"3,809,933.315",9.3310 ns,20.00,1.974,2.000,0.6484,29,*,No,0.0000,"1,281 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",512,529.3480 ns,5.4212 ns,5.0710 ns,1.3093 ns,527.2312 ns,524.1219 ns,525.8732 ns,533.3489 ns,539.3030 ns,"1,889,116.451",6.8453 ns,15.00,1.862,2.000,0.7370,35,*,No,0.0000,"1,294 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",1024,923.2727 ns,7.0061 ns,6.5535 ns,1.6921 ns,924.6518 ns,912.7489 ns,918.7044 ns,929.5560 ns,931.8951 ns,"1,083,103.662",6.6539 ns,15.00,1.520,2.000,-0.2239,39,*,No,0.0000,"1,286 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",2048,"1,973.2380 ns",23.4019 ns,20.7452 ns,5.5444 ns,"1,965.2538 ns","1,944.4778 ns","1,959.0859 ns","1,988.3913 ns","2,010.7216 ns","506,781.249",4.2278 ns,14.00,1.747,2.000,0.5071,46,*,No,0.0000,"1,271 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",4096,"3,202.2020 ns",35.0924 ns,31.1085 ns,8.3141 ns,"3,199.2441 ns","3,152.8263 ns","3,182.6341 ns","3,219.1710 ns","3,268.6005 ns","312,285.105",2.8429 ns,14.00,2.366,2.000,0.4925,51,*,No,0.0000,"1,267 B"
'FastClone: Array - Reference',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Ref Type,Collections",8192,"6,599.0429 ns",22.4046 ns,20.9573 ns,5.4111 ns,"6,591.5543 ns","6,566.1636 ns","6,586.2328 ns","6,611.2827 ns","6,640.8714 ns","151,537.127",4.7944 ns,15.00,2.315,2.000,0.6204,59,*,No,0.0000,"1,271 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",64,639.5609 ns,5.5010 ns,4.8765 ns,1.3033 ns,639.8154 ns,632.3078 ns,636.2800 ns,642.0072 ns,648.3164 ns,"1,563,572.698",6.3484 ns,14.00,1.740,2.000,0.1659,36,*,No,0.0000,"1,093 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",128,"1,189.8215 ns",20.5814 ns,16.0686 ns,4.6386 ns,"1,187.0014 ns","1,165.1829 ns","1,177.4476 ns","1,202.6072 ns","1,219.1988 ns","840,462.194",3.6807 ns,12.00,1.704,2.000,0.2009,42,*,No,0.0000,"1,093 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",256,"2,489.0106 ns",27.5059 ns,24.3833 ns,6.5167 ns,"2,479.6938 ns","2,461.8172 ns","2,472.9255 ns","2,503.0836 ns","2,547.1413 ns","401,766.073",3.7416 ns,14.00,2.836,2.000,0.9341,48,*,No,0.0000,"1,277 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",512,"4,060.1295 ns",19.1518 ns,17.9146 ns,4.6255 ns,"4,056.9748 ns","4,024.2851 ns","4,049.6895 ns","4,072.0207 ns","4,094.4473 ns","246,297.563",5.1872 ns,15.00,2.350,2.000,-0.0752,53,*,No,0.0000,"1,277 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",1024,"7,914.0238 ns",77.6185 ns,64.8150 ns,17.9764 ns,"7,891.8907 ns","7,841.2895 ns","7,870.0676 ns","7,941.1415 ns","8,022.9210 ns","126,357.972",-2.4882 ns,13.00,1.708,2.000,0.5844,61,*,No,0.0000,"1,282 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",2048,"93,274.8855 ns","2,253.6332 ns","6,644.8889 ns",664.4889 ns,"93,253.9490 ns","75,357.2083 ns","88,205.4291 ns","98,696.8781 ns","107,765.8264 ns","10,720.999",-282.2444 ns,100.00,2.494,2.889,0.0013,81,*,No,0.0000,"1,279 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,"147,370.3635 ns","4,293.5056 ns","12,659.4990 ns","1,265.9499 ns","147,289.4043 ns","118,284.0698 ns","138,391.7786 ns","155,196.6614 ns","177,779.0894 ns","6,785.625",-582.9750 ns,100.00,2.560,2.848,0.0174,85,*,No,0.0000,"1,267 B"
'FastClone: Array - Value',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,"258,278.6289 ns","6,332.6865 ns","18,672.0704 ns","1,867.2070 ns","260,981.4697 ns","198,759.8633 ns","247,559.2285 ns","271,706.8237 ns","297,122.8027 ns","3,871.788",-883.6035 ns,100.00,3.016,2.400,-0.6270,88,*,No,0.0000,"1,271 B"
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",64,739.5008 ns,2.5144 ns,2.2290 ns,0.5957 ns,738.9191 ns,735.6072 ns,738.1675 ns,740.6461 ns,743.4454 ns,"1,352,263.640",6.7021 ns,14.00,2.082,2.000,0.3085,37,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",128,995.5363 ns,11.8721 ns,11.1052 ns,2.8673 ns,990.4573 ns,981.0518 ns,989.0110 ns,"1,003.0682 ns","1,023.5910 ns","1,004,483.757",6.0663 ns,15.00,3.176,2.000,0.9165,40,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",256,"1,495.5433 ns",13.1162 ns,12.2689 ns,3.1678 ns,"1,489.4480 ns","1,481.7144 ns","1,487.7349 ns","1,502.4532 ns","1,518.9535 ns","668,653.341",5.9161 ns,15.00,2.015,2.000,0.6773,43,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",512,"2,474.3148 ns",15.8783 ns,14.8526 ns,3.8349 ns,"2,472.4640 ns","2,449.9969 ns","2,463.4073 ns","2,483.4940 ns","2,502.4117 ns","404,152.292",5.5825 ns,15.00,1.892,2.000,0.1940,48,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",1024,"4,412.4712 ns",47.8279 ns,39.9385 ns,11.0769 ns,"4,399.6971 ns","4,357.4913 ns","4,376.8921 ns","4,427.8603 ns","4,477.2888 ns","226,630.375",0.9615 ns,13.00,1.671,2.000,0.3785,54,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",2048,"8,229.8902 ns",45.2713 ns,40.1318 ns,10.7257 ns,"8,233.1436 ns","8,167.6437 ns","8,203.2642 ns","8,248.9895 ns","8,323.0942 ns","121,508.304",1.6372 ns,14.00,2.787,2.000,0.4793,62,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",4096,"15,975.2193 ns",140.6794 ns,124.7086 ns,33.3298 ns,"15,944.5694 ns","15,815.6723 ns","15,892.9253 ns","16,026.9302 ns","16,231.1722 ns","62,596.950",-9.6649 ns,14.00,2.426,2.000,0.7255,67,*,No,0.0000,377 B
'FastHashData: byte[]',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Value Type,Collections",8192,"31,169.6975 ns",152.0422 ns,142.2204 ns,36.7211 ns,"31,213.6871 ns","30,937.0819 ns","31,039.4348 ns","31,308.7799 ns","31,325.4608 ns","32,082.442",-10.8606 ns,15.00,1.417,2.000,-0.3476,73,*,No,0.0000,377 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",64,0.0001 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,"8,731,890,574,295.810",7.5000 ns,15.00,2.181,2.000,-0.4468,2,*,No,0.0000,430 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",128,0.0002 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,"4,431,325,904,999.032",6.5000 ns,13.00,1.850,2.000,0.4818,6,*,No,0.0000,430 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",256,0.0002 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,"4,556,524,247,025.236",7.0000 ns,14.00,1.898,2.000,0.1991,6,*,No,0.0000,417 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",512,0.0001 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0002 ns,"7,208,224,564,617.789",7.5000 ns,15.00,1.904,2.000,0.5352,4,*,No,0.0000,417 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",1024,0.0001 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0002 ns,"7,404,074,164,779.435",7.5000 ns,15.00,1.720,2.000,0.2777,4,*,No,0.0000,430 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",2048,0.0002 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,0.0002 ns,"4,492,812,996,305.866",7.5000 ns,15.00,2.153,2.000,-0.3357,6,*,No,0.0000,430 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",4096,0.0001 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,"8,202,863,788,000.125",7.0000 ns,14.00,1.654,2.000,-0.2074,4,*,No,0.0000,417 B
'FastLongCount: Ref',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Array,Collections",8192,0.0001 ns,0.0000 ns,0.0000 ns,0.0000 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,0.0001 ns,"7,484,704,382,764.696",7.0000 ns,14.00,2.321,2.000,0.4453,4,*,No,0.0000,421 B
'FastSelectItems: Half Count',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,41.2518 ns,1.0114 ns,2.9820 ns,0.2982 ns,40.2646 ns,37.6143 ns,38.7046 ns,43.1128 ns,47.7372 ns,"24,241,371.866",49.8509 ns,100.00,2.247,2.579,0.7442,20,*,No,0.0000,"2,141 B"
'FastSelectItems: Half Count',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,70.3641 ns,1.4259 ns,1.8540 ns,0.3785 ns,69.4289 ns,68.1722 ns,69.0079 ns,71.6264 ns,74.3350 ns,"14,211,793.416",11.8108 ns,24.00,2.212,2.000,0.8017,22,*,No,0.0000,"2,134 B"
'FastSelectItems: Half Count',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,126.9748 ns,2.4654 ns,2.3061 ns,0.5954 ns,126.8507 ns,123.8481 ns,125.0784 ns,128.3618 ns,132.6475 ns,"7,875,577.153",7.2023 ns,15.00,2.967,2.000,0.6856,25,*,No,0.0000,"2,327 B"
'FastSelectItems: Half Count',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,242.5381 ns,1.1378 ns,0.8883 ns,0.2564 ns,242.6105 ns,241.1427 ns,241.9796 ns,243.1461 ns,244.3172 ns,"4,123,063.915",5.8718 ns,12.00,2.198,2.000,0.2024,29,*,No,0.0000,"2,333 B"
'FastSelectItems: Half Count',Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,494.5083 ns,5.3020 ns,4.9595 ns,1.2805 ns,492.8608 ns,485.9968 ns,491.2324 ns,498.6606 ns,505.2215 ns,"2,022,210.705",6.8597 ns,15.00,2.320,2.000,0.3955,35,*,No,0.0000,"2,338 B"
