Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Exceptions,Code Size,Completed Work Items,Lock Contentions
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,Async",512,377.6 ns,5.12 ns,4.53 ns,1.21 ns,378.3 ns,367.2 ns,375.8 ns,380.8 ns,383.6 ns,"2,647,992.91",6.3941 ns,14.00,2.749,2.000,-0.6296,1,*,No,0.0000,"2,411 B",0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,Async",1024,386.8 ns,5.78 ns,5.40 ns,1.40 ns,386.6 ns,379.0 ns,382.7 ns,389.3 ns,396.3 ns,"2,585,464.49",6.8024 ns,15.00,1.945,2.000,0.2992,1,*,No,0.0000,"2,411 B",0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,Async",2048,358.1 ns,7.47 ns,22.03 ns,2.20 ns,348.1 ns,329.5 ns,339.6 ns,382.6 ns,396.8 ns,"2,792,578.70",48.8986 ns,100.00,1.465,3.538,0.4223,1,*,No,0.0000,"2,460 B",0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,Async",4096,356.4 ns,8.35 ns,24.61 ns,2.46 ns,346.1 ns,315.4 ns,337.4 ns,383.7 ns,416.8 ns,"2,805,960.25",48.7695 ns,100.00,1.837,3.385,0.5376,1,*,No,0.0000,"2,460 B",0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,"Collections,Async",8192,366.0 ns,9.89 ns,29.16 ns,2.92 ns,351.6 ns,327.6 ns,343.9 ns,398.9 ns,421.7 ns,"2,731,889.45",48.5420 ns,100.00,1.438,3.289,0.4112,1,*,No,0.0000,"2,460 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,430.8 ns,4.12 ns,3.86 ns,1.00 ns,430.3 ns,426.0 ns,427.8 ns,432.4 ns,438.7 ns,"2,321,174.48",7.0019 ns,15.00,2.602,2.000,0.7983,1,*,No,0.0000,"4,386 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,415.5 ns,8.23 ns,20.04 ns,2.40 ns,423.5 ns,377.5 ns,395.2 ns,433.1 ns,448.2 ns,"2,406,457.65",33.8022 ns,70.00,1.448,3.778,-0.1562,1,*,No,0.0000,"4,379 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,409.3 ns,8.18 ns,19.76 ns,2.38 ns,402.3 ns,379.6 ns,392.7 ns,428.7 ns,446.9 ns,"2,442,998.78",33.3106 ns,69.00,1.459,3.556,0.1209,1,*,No,0.0000,"4,386 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,412.5 ns,8.25 ns,19.60 ns,2.39 ns,402.4 ns,379.5 ns,395.3 ns,432.3 ns,444.2 ns,"2,424,115.38",32.3029 ns,67.00,1.354,3.657,0.1520,1,*,No,0.0000,"4,379 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,440.7 ns,6.63 ns,6.20 ns,1.60 ns,442.1 ns,427.2 ns,437.1 ns,446.2 ns,447.2 ns,"2,268,992.73",6.6991 ns,15.00,2.117,2.000,-0.6188,1,*,No,0.0000,"4,386 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,434.3 ns,4.32 ns,3.83 ns,1.02 ns,433.1 ns,428.8 ns,432.1 ns,435.6 ns,442.3 ns,"2,302,757.12",6.4883 ns,14.00,2.633,2.000,0.8263,1,*,No,0.0000,"4,386 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,440.6 ns,5.20 ns,4.86 ns,1.26 ns,438.9 ns,433.9 ns,437.5 ns,444.2 ns,448.6 ns,"2,269,447.80",6.8723 ns,15.00,1.652,2.000,0.2854,1,*,No,0.0000,"4,383 B",0.0000,0.0000
TryWriteOnce,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,422.0 ns,9.10 ns,26.83 ns,2.68 ns,430.3 ns,380.9 ns,395.0 ns,446.9 ns,475.6 ns,"2,369,792.22",48.6584 ns,100.00,1.465,3.915,0.0875,1,*,No,0.0000,"4,392 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"2,757.0 ns",25.48 ns,22.59 ns,6.04 ns,"2,753.3 ns","2,729.4 ns","2,740.0 ns","2,770.2 ns","2,799.5 ns","362,709.83",3.9820 ns,14.00,2.130,2.000,0.7027,3,*,No,0.0000,"3,235 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"5,348.8 ns",39.19 ns,36.66 ns,9.46 ns,"5,361.1 ns","5,291.0 ns","5,319.8 ns","5,373.3 ns","5,406.9 ns","186,956.51",2.7678 ns,15.00,1.624,2.000,-0.1757,6,*,No,0.0000,"3,235 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"10,304.2 ns",70.80 ns,62.76 ns,16.77 ns,"10,292.4 ns","10,215.7 ns","10,265.9 ns","10,329.5 ns","10,462.0 ns","97,047.82",-1.3867 ns,14.00,3.371,2.000,0.9680,9,*,No,0.0000,"3,174 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"20,635.1 ns",113.17 ns,94.50 ns,26.21 ns,"20,694.3 ns","20,474.5 ns","20,562.3 ns","20,708.6 ns","20,748.4 ns","48,461.01",-6.6053 ns,13.00,1.601,2.000,-0.4929,12,*,No,0.0000,"3,235 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"40,794.0 ns",302.29 ns,282.76 ns,73.01 ns,"40,702.1 ns","40,451.0 ns","40,592.4 ns","40,981.2 ns","41,270.8 ns","24,513.43",-29.0043 ns,15.00,1.763,2.000,0.6512,15,*,No,0.0000,"3,177 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"81,107.8 ns",315.12 ns,294.76 ns,76.11 ns,"81,164.5 ns","80,617.2 ns","80,842.0 ns","81,330.9 ns","81,628.5 ns","12,329.28",-30.5532 ns,15.00,1.716,2.000,-0.0733,18,*,No,0.0000,"3,177 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"156,230.9 ns",480.91 ns,449.84 ns,116.15 ns,"156,375.4 ns","155,168.8 ns","156,207.3 ns","156,556.9 ns","156,694.8 ns","6,400.78",-50.5747 ns,15.00,2.947,2.000,-1.1211,21,*,No,0.0000,"3,175 B",0.0000,0.0000
WriteAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"383,658.0 ns","6,364.30 ns","5,953.17 ns","1,537.10 ns","381,349.9 ns","373,539.0 ns","379,596.5 ns","388,276.9 ns","395,356.6 ns","2,606.49",-761.0510 ns,15.00,1.957,2.000,0.3093,26,*,No,0.0000,"3,175 B",0.0000,0.0000
