Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Exceptions
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"882,958.4 ns","12,974.05 ns","11,501.16 ns","3,073.81 ns","880,939.8 ns","865,496.1 ns","875,987.8 ns","887,810.4 ns","902,684.6 ns","1,132.556","-1,529.9068 ns",14.00,2.006,2.000,0.3887,37,*,No,"11,450 B",0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"1,737,585.4 ns","33,867.85 ns","40,317.27 ns","8,797.95 ns","1,739,613.2 ns","1,673,376.7 ns","1,701,856.9 ns","1,761,725.3 ns","1,818,592.7 ns",575.511,"-4,388.4751 ns",21.00,2.015,2.000,0.1926,38,*,No,"11,350 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,319.4 ns,1.19 ns,0.99 ns,0.28 ns,319.2 ns,317.7 ns,319.0 ns,319.4 ns,321.8 ns,"3,131,071.754",6.3621 ns,13.00,3.595,2.000,0.9358,1,*,No,"2,051 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,601.9 ns,3.78 ns,3.35 ns,0.90 ns,601.6 ns,595.4 ns,600.0 ns,604.2 ns,608.9 ns,"1,661,416.196",6.5523 ns,14.00,2.665,2.000,0.2413,3,*,No,"2,049 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"1,122.2 ns",3.28 ns,2.91 ns,0.78 ns,"1,121.8 ns","1,117.3 ns","1,120.8 ns","1,123.9 ns","1,127.7 ns","891,114.805",6.6114 ns,14.00,2.278,2.000,0.2903,7,*,No,"2,051 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"2,256.3 ns",16.08 ns,14.25 ns,3.81 ns,"2,253.4 ns","2,235.8 ns","2,249.6 ns","2,259.9 ns","2,287.6 ns","443,207.382",5.0951 ns,14.00,2.573,2.000,0.7010,12,*,No,"2,051 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"4,428.0 ns",29.51 ns,27.61 ns,7.13 ns,"4,418.7 ns","4,379.3 ns","4,410.7 ns","4,451.7 ns","4,468.9 ns","225,835.764",3.9360 ns,15.00,1.634,2.000,-0.0141,15,*,No,"2,049 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"8,880.3 ns",30.34 ns,25.33 ns,7.03 ns,"8,887.8 ns","8,832.4 ns","8,862.8 ns","8,895.0 ns","8,916.9 ns","112,608.660",2.9868 ns,13.00,1.798,2.000,-0.2046,18,*,No,"2,049 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"16,459.7 ns",285.32 ns,266.89 ns,68.91 ns,"16,358.1 ns","16,180.1 ns","16,276.0 ns","16,616.1 ns","17,048.0 ns","60,754.498",-26.9556 ns,15.00,2.309,2.000,0.8446,22,*,No,"1,968 B",0.0000
ToImmutableArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"33,214.4 ns",632.81 ns,753.31 ns,164.39 ns,"33,065.6 ns","32,190.9 ns","32,534.3 ns","33,755.9 ns","34,745.6 ns","30,107.449",-71.6932 ns,21.00,1.919,2.000,0.5393,26,*,No,"1,801 B",0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,995.8 ns,19.30 ns,21.46 ns,4.92 ns,995.2 ns,942.8 ns,990.3 ns,"1,006.9 ns","1,024.8 ns","1,004,202.617",7.0388 ns,19.00,3.783,2.000,-1.0969,5,*,No,977 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"1,980.9 ns",35.45 ns,33.16 ns,8.56 ns,"1,983.0 ns","1,875.8 ns","1,976.9 ns","1,994.8 ns","2,020.8 ns","504,829.703",3.2193 ns,15.00,6.975,2.000,-1.8895,10,*,No,976 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"3,989.7 ns",48.05 ns,44.94 ns,11.60 ns,"3,971.8 ns","3,925.5 ns","3,966.5 ns","4,015.9 ns","4,072.5 ns","250,642.595",1.6980 ns,15.00,1.949,2.000,0.4514,14,*,No,976 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"7,867.6 ns",79.24 ns,74.12 ns,19.14 ns,"7,870.4 ns","7,669.9 ns","7,857.5 ns","7,911.9 ns","7,973.0 ns","127,102.988",-2.0694 ns,15.00,3.992,2.000,-1.0314,17,*,No,980 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"15,319.8 ns",303.34 ns,506.82 ns,84.47 ns,"15,079.8 ns","14,683.8 ns","14,912.5 ns","15,880.5 ns","16,224.6 ns","65,274.959",-24.2349 ns,36.00,1.458,2.800,0.4412,21,*,No,980 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"30,522.8 ns",201.13 ns,178.30 ns,47.65 ns,"30,537.0 ns","30,283.1 ns","30,364.2 ns","30,598.9 ns","30,851.9 ns","32,762.394",-16.8259 ns,14.00,1.984,2.000,0.4242,25,*,No,980 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"62,332.4 ns",433.52 ns,384.30 ns,102.71 ns,"62,386.3 ns","61,691.3 ns","62,081.0 ns","62,591.7 ns","62,932.2 ns","16,043.022",-44.3549 ns,14.00,1.838,2.000,-0.2275,30,*,No,980 B,0.0000
ToLinkedList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"125,871.3 ns","1,341.16 ns","1,188.91 ns",317.75 ns,"125,835.4 ns","123,875.6 ns","125,429.6 ns","126,779.3 ns","127,778.9 ns","7,944.624",-151.8742 ns,14.00,1.876,2.000,-0.1202,33,*,No,980 B,0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,"1,079.8 ns",11.49 ns,10.75 ns,2.78 ns,"1,080.3 ns","1,065.7 ns","1,070.5 ns","1,087.2 ns","1,098.5 ns","926,113.875",6.1120 ns,15.00,1.700,2.000,0.2973,6,*,No,"2,130 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,"1,326.5 ns",11.82 ns,11.06 ns,2.86 ns,"1,327.2 ns","1,309.3 ns","1,320.3 ns","1,332.3 ns","1,344.7 ns","753,875.921",6.0722 ns,15.00,1.854,2.000,-0.0498,8,*,No,"2,118 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"1,941.8 ns",22.14 ns,20.71 ns,5.35 ns,"1,944.7 ns","1,897.1 ns","1,928.6 ns","1,956.7 ns","1,967.2 ns","514,983.194",4.8268 ns,15.00,2.215,2.000,-0.6185,10,*,No,"2,116 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"2,930.9 ns",33.54 ns,31.37 ns,8.10 ns,"2,923.4 ns","2,894.2 ns","2,905.4 ns","2,960.3 ns","2,986.3 ns","341,187.914",3.4502 ns,15.00,1.532,2.000,0.4179,13,*,No,"2,116 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"5,177.2 ns",55.23 ns,51.67 ns,13.34 ns,"5,177.6 ns","5,063.0 ns","5,159.1 ns","5,213.6 ns","5,245.0 ns","193,153.088",0.8299 ns,15.00,2.429,2.000,-0.6985,16,*,No,"2,130 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"14,989.3 ns",42.55 ns,37.72 ns,10.08 ns,"14,995.4 ns","14,923.0 ns","14,957.5 ns","15,009.7 ns","15,066.7 ns","66,714.395",1.9599 ns,14.00,2.309,2.000,0.1479,21,*,No,"2,116 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"22,101.4 ns",132.19 ns,123.65 ns,31.93 ns,"22,092.9 ns","21,891.1 ns","22,022.2 ns","22,171.3 ns","22,340.6 ns","45,246.050",-8.4630 ns,15.00,2.172,2.000,0.1533,24,*,No,"2,116 B",0.0000
ToListAsync,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"38,906.3 ns",207.43 ns,173.21 ns,48.04 ns,"38,890.5 ns","38,617.7 ns","38,854.7 ns","38,972.8 ns","39,191.9 ns","25,702.752",-17.5198 ns,13.00,2.042,2.000,-0.0891,27,*,No,"2,116 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,64,428.5 ns,8.40 ns,13.80 ns,2.33 ns,424.6 ns,403.4 ns,418.7 ns,439.8 ns,454.3 ns,"2,333,546.308",16.3337 ns,35.00,2.056,2.250,0.2952,2,*,No,"1,695 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,128,769.3 ns,8.37 ns,7.83 ns,2.02 ns,768.1 ns,759.8 ns,761.9 ns,775.5 ns,783.3 ns,"1,299,849.532",6.4896 ns,15.00,1.438,2.000,0.2184,4,*,No,"2,034 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,256,"1,423.8 ns",17.86 ns,15.83 ns,4.23 ns,"1,422.3 ns","1,403.2 ns","1,411.1 ns","1,435.2 ns","1,454.0 ns","702,344.616",4.8841 ns,14.00,1.722,2.000,0.3238,9,*,No,"2,032 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,512,"2,769.7 ns",54.83 ns,102.99 ns,15.53 ns,"2,747.5 ns","2,625.5 ns","2,679.1 ns","2,864.3 ns","2,980.6 ns","361,048.417",14.2368 ns,44.00,1.598,2.800,0.2526,13,*,No,"2,034 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,1024,"5,374.1 ns",105.83 ns,223.22 ns,30.38 ns,"5,352.7 ns","5,097.0 ns","5,161.1 ns","5,576.6 ns","5,741.5 ns","186,078.265",11.8117 ns,54.00,1.329,3.154,0.1587,16,*,No,"2,025 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,2048,"10,539.5 ns",208.16 ns,401.05 ns,59.13 ns,"10,327.4 ns","9,987.4 ns","10,175.9 ns","10,926.1 ns","11,210.6 ns","94,881.396",-6.5657 ns,46.00,1.385,3.043,0.2877,20,*,No,"2,024 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,4096,"19,453.6 ns",168.88 ns,157.97 ns,40.79 ns,"19,442.8 ns","19,196.9 ns","19,358.1 ns","19,548.5 ns","19,773.4 ns","51,404.387",-12.8944 ns,15.00,2.172,2.000,0.1643,23,*,No,"2,021 B",0.0000
ToReadOnlyCollection,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections,8192,"96,293.9 ns",896.94 ns,839.00 ns,216.63 ns,"95,957.2 ns","95,121.2 ns","95,724.4 ns","96,881.2 ns","98,101.4 ns","10,384.870",-100.8141 ns,15.00,2.145,2.000,0.4975,31,*,No,"3,967 B",0.0000
