Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Median,Min,Q1,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Exceptions
Clear,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"65,377,462.500 ns","731,221.1143 ns","610,602.7478 ns","169,350.7320 ns","65,321,925.000 ns","64,450,062.500 ns","65,090,875.000 ns","65,879,150.000 ns","66,514,912.500 ns",15.30,"-84,668.8660 ns",13.00,1.876,2.000,0.3390,48,*,No,"7,017 B",0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,35.071 ns,0.1223 ns,0.1084 ns,0.0290 ns,35.071 ns,34.902 ns,35.001 ns,35.147 ns,35.250 ns,"28,513,573.55",6.9855 ns,14.00,1.723,2.000,0.0031,4,*,No,"1,105 B",0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,35.815 ns,0.1105 ns,0.0980 ns,0.0262 ns,35.794 ns,35.677 ns,35.750 ns,35.897 ns,35.971 ns,"27,921,478.36",6.9869 ns,14.00,1.554,2.000,0.2856,4,*,No,720 B,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,35.503 ns,0.1644 ns,0.1537 ns,0.0397 ns,35.470 ns,35.291 ns,35.399 ns,35.613 ns,35.800 ns,"28,166,248.87",7.4802 ns,15.00,1.857,2.000,0.3626,4,*,No,"1,105 B",0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,35.801 ns,0.1002 ns,0.0837 ns,0.0232 ns,35.778 ns,35.670 ns,35.750 ns,35.853 ns,35.960 ns,"27,932,193.29",6.4884 ns,13.00,1.981,2.000,0.3659,4,*,No,720 B,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,35.907 ns,0.2400 ns,0.2127 ns,0.0569 ns,35.847 ns,35.655 ns,35.763 ns,35.991 ns,36.351 ns,"27,850,025.80",6.9716 ns,14.00,2.300,2.000,0.8239,4,*,No,720 B,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,36.157 ns,0.1294 ns,0.1147 ns,0.0307 ns,36.131 ns,36.025 ns,36.053 ns,36.252 ns,36.357 ns,"27,657,459.43",6.9847 ns,14.00,1.473,2.000,0.3405,4,*,No,717 B,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,37.175 ns,0.1639 ns,0.1453 ns,0.0388 ns,37.125 ns,36.980 ns,37.083 ns,37.276 ns,37.445 ns,"26,899,638.57",6.9806 ns,14.00,2.024,2.000,0.6016,5,*,No,720 B,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,37.319 ns,0.1254 ns,0.1111 ns,0.0297 ns,37.312 ns,37.142 ns,37.239 ns,37.405 ns,37.523 ns,"26,796,236.31",6.9852 ns,14.00,1.876,2.000,0.0570,5,*,No,710 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,252.881 ns,1.3098 ns,1.0937 ns,0.3033 ns,253.079 ns,250.485 ns,252.618 ns,253.419 ns,254.775 ns,"3,954,431.70",6.3483 ns,13.00,2.757,2.000,-0.5394,15,*,No,429 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,464.483 ns,8.9117 ns,11.8969 ns,2.3794 ns,463.707 ns,447.443 ns,454.425 ns,473.854 ns,487.771 ns,"2,152,930.04",11.3103 ns,25.00,1.612,3.000,0.2505,18,*,No,429 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,904.414 ns,17.8824 ns,24.4777 ns,4.8005 ns,896.643 ns,873.556 ns,884.447 ns,920.412 ns,960.964 ns,"1,105,688.11",10.5998 ns,26.00,2.049,2.769,0.5950,22,*,No,429 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"1,929.365 ns",5.7330 ns,5.0822 ns,1.3583 ns,"1,929.263 ns","1,919.736 ns","1,925.675 ns","1,930.958 ns","1,938.978 ns","518,305.28",6.3209 ns,14.00,2.369,2.000,0.1839,27,*,No,435 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"3,781.786 ns",75.0881 ns,97.6358 ns,19.9298 ns,"3,751.384 ns","3,606.979 ns","3,729.433 ns","3,858.098 ns","4,018.038 ns","264,425.36",2.0351 ns,24.00,2.660,2.000,0.4092,29,*,No,423 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"8,427.330 ns",29.5861 ns,26.2273 ns,7.0095 ns,"8,424.337 ns","8,392.340 ns","8,408.614 ns","8,443.456 ns","8,483.815 ns","118,661.55",3.4952 ns,14.00,2.323,2.000,0.4942,32,*,No,423 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"20,398.222 ns",204.2522 ns,191.0576 ns,49.3309 ns,"20,357.257 ns","20,033.994 ns","20,290.134 ns","20,522.606 ns","20,777.332 ns","49,023.88",-17.1654 ns,15.00,2.348,2.000,0.2061,35,*,No,423 B,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"45,094.769 ns",259.1222 ns,229.7050 ns,61.3913 ns,"45,084.055 ns","44,755.875 ns","44,906.897 ns","45,251.471 ns","45,607.736 ns","22,175.52",-23.6956 ns,14.00,2.463,2.000,0.4681,38,*,No,423 B,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"500,267.819 ns","4,722.8658 ns","4,417.7716 ns","1,140.6637 ns","499,870.996 ns","492,424.805 ns","496,622.949 ns","503,816.895 ns","506,410.156 ns","1,998.93",-562.8319 ns,15.00,1.655,2.000,-0.0503,41,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,007,448.958 ns","17,571.2442 ns","16,436.1528 ns","4,243.7964 ns","1,001,893.945 ns","983,053.320 ns","995,195.996 ns","1,024,855.566 ns","1,027,920.898 ns",992.61,"-2,114.3982 ns",15.00,1.302,2.000,-0.0388,42,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,032,693.880 ns","19,909.4817 ns","18,623.3415 ns","4,808.5261 ns","2,034,808.594 ns","1,988,302.734 ns","2,023,157.227 ns","2,045,502.344 ns","2,060,707.422 ns",491.96,"-2,396.7631 ns",15.00,2.854,2.000,-0.5710,43,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,"4,028,805.052 ns","59,635.4303 ns","55,783.0185 ns","14,403.1134 ns","4,047,638.281 ns","3,864,021.094 ns","4,037,683.594 ns","4,057,016.406 ns","4,065,194.531 ns",248.21,"-7,194.0567 ns",15.00,5.762,2.000,-2.0106,44,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,"7,798,187.604 ns","114,509.2892 ns","107,112.0602 ns","27,656.2150 ns","7,801,859.375 ns","7,622,729.688 ns","7,713,376.562 ns","7,846,417.188 ns","8,027,759.375 ns",128.23,"-13,820.6075 ns",15.00,2.402,2.000,0.2846,45,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,"15,633,724.583 ns","180,835.8839 ns","169,153.9981 ns","43,675.3745 ns","15,565,568.750 ns","15,385,478.125 ns","15,519,390.625 ns","15,760,692.188 ns","15,940,703.125 ns",63.96,"-21,830.1872 ns",15.00,1.656,2.000,0.1753,46,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,"31,917,935.417 ns","340,449.8717 ns","318,457.0214 ns","82,225.2494 ns","31,863,306.250 ns","31,463,350.000 ns","31,676,646.875 ns","32,086,518.750 ns","32,566,537.500 ns",31.33,"-41,105.1247 ns",15.00,2.074,2.000,0.5105,47,*,No,NA,0.0000
ExceptWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,"66,400,904.464 ns","1,324,220.2826 ns","3,223,335.4234 ns","385,262.2716 ns","66,427,218.750 ns","62,498,037.500 ns","63,274,987.500 ns","69,432,868.750 ns","73,110,062.500 ns",15.06,"-192,596.1358 ns",70.00,1.224,3.943,0.0975,48,*,No,NA,0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,33.381 ns,0.6978 ns,2.0133 ns,0.2055 ns,34.037 ns,30.860 ns,31.285 ns,35.259 ns,36.977 ns,"29,956,911.71",47.8973 ns,96.00,1.212,3.787,0.0243,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,33.774 ns,0.7009 ns,1.8951 ns,0.2055 ns,34.729 ns,30.840 ns,31.897 ns,35.654 ns,36.644 ns,"29,608,148.77",42.3972 ns,85.00,1.172,3.953,0.0411,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,32.757 ns,0.7256 ns,2.1394 ns,0.2139 ns,33.487 ns,30.231 ns,30.634 ns,34.703 ns,37.992 ns,"30,527,391.48",49.8930 ns,100.00,1.404,3.959,0.1404,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,33.258 ns,0.6954 ns,1.9613 ns,0.2045 ns,33.079 ns,30.988 ns,31.361 ns,35.201 ns,36.450 ns,"30,067,592.28",45.8978 ns,92.00,1.196,3.957,0.1162,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,33.834 ns,0.7427 ns,2.1899 ns,0.2190 ns,33.939 ns,31.267 ns,31.583 ns,35.939 ns,37.514 ns,"29,556,349.30",49.8905 ns,100.00,1.167,3.840,0.0722,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,34.497 ns,0.7324 ns,2.1596 ns,0.2160 ns,34.558 ns,31.488 ns,32.327 ns,36.558 ns,38.026 ns,"28,988,313.41",49.8920 ns,100.00,1.165,3.960,0.0534,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,32.276 ns,0.6731 ns,1.8984 ns,0.1979 ns,31.099 ns,29.879 ns,30.599 ns,33.648 ns,37.093 ns,"30,982,498.05",45.9010 ns,92.00,1.820,3.440,0.4687,4,*,No,"1,150 B",0.0000
FindAll,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,35.183 ns,0.6984 ns,0.8832 ns,0.1842 ns,35.404 ns,31.802 ns,35.306 ns,35.511 ns,35.816 ns,"28,422,615.98",11.4079 ns,23.00,10.474,2.000,-2.8882,4,*,No,"1,234 B",0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,9.430 ns,0.0449 ns,0.0350 ns,0.0101 ns,9.433 ns,9.385 ns,9.399 ns,9.460 ns,9.480 ns,"106,040,502.52",5.9949 ns,12.00,1.277,2.000,0.0053,1,*,No,911 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,10.918 ns,0.0486 ns,0.0379 ns,0.0109 ns,10.915 ns,10.863 ns,10.895 ns,10.939 ns,10.978 ns,"91,593,310.76",5.9945 ns,12.00,1.687,2.000,0.2378,3,*,No,911 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,9.305 ns,0.0363 ns,0.0321 ns,0.0086 ns,9.306 ns,9.245 ns,9.286 ns,9.322 ns,9.366 ns,"107,467,496.12",6.9957 ns,14.00,2.210,2.000,0.1121,1,*,No,911 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,512,9.307 ns,0.0355 ns,0.0296 ns,0.0082 ns,9.304 ns,9.273 ns,9.282 ns,9.327 ns,9.375 ns,"107,444,502.02",6.4959 ns,13.00,2.621,2.000,0.7967,1,*,No,911 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,1024,9.238 ns,0.0411 ns,0.0384 ns,0.0099 ns,9.244 ns,9.181 ns,9.209 ns,9.263 ns,9.315 ns,"108,249,042.50",7.4950 ns,15.00,1.935,2.000,0.2332,1,*,No,911 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,2048,9.626 ns,0.0346 ns,0.0270 ns,0.0078 ns,9.627 ns,9.589 ns,9.615 ns,9.635 ns,9.690 ns,"103,885,007.73",5.9961 ns,12.00,3.205,2.000,0.6037,1,*,No,917 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,4096,10.406 ns,0.0357 ns,0.0334 ns,0.0086 ns,10.404 ns,10.348 ns,10.384 ns,10.433 ns,10.458 ns,"96,102,506.49",7.4957 ns,15.00,1.629,2.000,-0.2179,3,*,No,905 B,0.0000
FirstOrDefault,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,8192,10.911 ns,0.0523 ns,0.0464 ns,0.0124 ns,10.915 ns,10.836 ns,10.885 ns,10.936 ns,10.998 ns,"91,653,180.50",6.9938 ns,14.00,2.118,2.000,-0.0916,3,*,No,907 B,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,64,"514,946.855 ns","6,718.5237 ns","6,284.5112 ns","1,622.6538 ns","515,041.211 ns","501,016.699 ns","510,992.383 ns","518,846.191 ns","526,740.039 ns","1,941.95",-803.8269 ns,15.00,2.734,2.000,-0.1813,41,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,128,"1,027,606.556 ns","7,071.8747 ns","6,615.0360 ns","1,707.9950 ns","1,029,333.105 ns","1,012,241.309 ns","1,025,947.949 ns","1,031,600.586 ns","1,034,051.855 ns",973.14,-846.4975 ns,15.00,3.035,2.000,-1.1088,42,*,No,NA,0.0000
IntersectWith,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Collections<>,256,"2,050,725.753 ns","12,279.3800 ns","10,885.3505 ns","2,909.2323 ns","2,050,234.180 ns","2,034,153.320 ns","2,041,977.441 ns","2,058,212.793 ns","2,068,095.117 ns",487.63,"-1,447.6161 ns",14.00,1.437,2.000,0.0116,43,*,No,NA,0.0000
