Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Completed Work Items,Lock Contentions,Exceptions
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"8,523.56 ns",55.248 ns,51.679 ns,13.343 ns,"8,413.87 ns","8,482.36 ns","8,540.92 ns","8,567.63 ns","8,592.28 ns","117,321.93",0.8283 ns,15.00,1.990,2.000,-0.4119,10,*,No,"9,197 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"18,018.93 ns",103.282 ns,86.245 ns,23.920 ns,"17,838.50 ns","17,983.43 ns","18,038.68 ns","18,054.17 ns","18,175.82 ns","55,497.19",-5.4601 ns,13.00,2.693,2.000,-0.3007,14,*,No,"9,194 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"41,112.47 ns",674.071 ns,562.880 ns,156.115 ns,"40,749.80 ns","40,768.21 ns","40,869.41 ns","41,030.21 ns","42,709.54 ns","24,323.52",-71.5574 ns,13.00,5.148,2.000,1.7542,19,*,No,"9,216 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"84,516.66 ns",585.588 ns,547.759 ns,141.431 ns,"83,245.75 ns","84,207.89 ns","84,543.38 ns","84,905.59 ns","85,320.13 ns","11,831.99",-63.2154 ns,15.00,2.730,2.000,-0.4492,25,*,No,"9,222 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"162,880.20 ns",658.611 ns,616.065 ns,159.067 ns,"161,666.15 ns","162,459.14 ns","163,047.20 ns","163,278.03 ns","163,768.52 ns","6,139.48",-72.0337 ns,15.00,2.024,2.000,-0.5390,29,*,No,"9,176 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"324,371.68 ns","3,183.680 ns","2,978.016 ns",768.920 ns,"321,023.19 ns","321,924.41 ns","323,057.52 ns","327,040.92 ns","329,294.29 ns","3,082.88",-376.9602 ns,15.00,1.442,2.000,0.3901,32,*,No,"9,062 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"717,665.22 ns","5,384.605 ns","4,773.313 ns","1,275.721 ns","710,351.61 ns","713,080.52 ns","718,747.75 ns","720,546.88 ns","726,515.67 ns","1,393.41",-630.8607 ns,14.00,1.866,2.000,-0.1109,35,*,No,"9,171 B",0.0000,0.0000,0.0000
ToFrozenSet,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"1,635,258.32 ns","12,225.195 ns","11,435.455 ns","2,952.622 ns","1,618,854.69 ns","1,625,270.31 ns","1,636,152.73 ns","1,645,133.59 ns","1,651,295.12 ns",611.52,"-1,468.8109 ns",15.00,1.340,2.000,-0.0732,37,*,No,"9,243 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"3,351.93 ns",10.367 ns,9.698 ns,2.504 ns,"3,334.89 ns","3,344.01 ns","3,353.51 ns","3,357.79 ns","3,372.13 ns","298,335.84",6.2481 ns,15.00,2.270,2.000,0.1745,6,*,No,"3,192 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"6,657.02 ns",16.338 ns,15.283 ns,3.946 ns,"6,636.98 ns","6,649.02 ns","6,652.12 ns","6,665.60 ns","6,686.07 ns","150,217.30",5.5270 ns,15.00,2.079,2.000,0.5441,9,*,No,"3,203 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"6,954.39 ns",20.633 ns,18.291 ns,4.888 ns,"6,927.45 ns","6,942.44 ns","6,949.55 ns","6,965.12 ns","6,989.11 ns","143,794.00",4.5558 ns,14.00,2.155,2.000,0.5737,9,*,No,"3,196 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"26,869.31 ns",69.944 ns,58.407 ns,16.199 ns,"26,725.18 ns","26,841.03 ns","26,872.31 ns","26,911.20 ns","26,949.24 ns","37,217.19",-1.5995 ns,13.00,3.340,2.000,-0.8510,17,*,No,"3,285 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"28,917.05 ns",96.458 ns,90.226 ns,23.296 ns,"28,798.75 ns","28,849.78 ns","28,888.74 ns","29,008.49 ns","29,086.45 ns","34,581.67",-4.1482 ns,15.00,1.642,2.000,0.3579,18,*,No,"3,285 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"75,961.42 ns",353.365 ns,313.249 ns,83.719 ns,"75,603.09 ns","75,742.35 ns","75,855.87 ns","76,187.59 ns","76,540.05 ns","13,164.58",-34.8597 ns,14.00,1.798,2.000,0.6297,24,*,No,"3,285 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"94,113.14 ns",427.193 ns,378.695 ns,101.211 ns,"93,460.39 ns","93,831.28 ns","94,124.69 ns","94,323.93 ns","94,818.70 ns","10,625.51",-43.6053 ns,14.00,2.158,2.000,0.2139,26,*,No,"3,348 B",0.0000,0.0000,0.0000
ToList,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"180,676.15 ns","1,121.810 ns","1,049.342 ns",270.939 ns,"179,302.45 ns","179,842.19 ns","180,351.55 ns","181,288.22 ns","182,930.31 ns","5,534.76",-127.9695 ns,15.00,2.226,2.000,0.6257,30,*,No,"3,355 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"531,124.57 ns","10,530.577 ns","12,932.496 ns","2,757.217 ns","512,264.89 ns","522,116.75 ns","530,493.99 ns","540,555.66 ns","558,681.20 ns","1,882.80","-1,367.6087 ns",22.00,1.991,2.000,0.2742,34,*,No,"20,783 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,085,938.95 ns","16,212.642 ns","12,657.764 ns","3,653.982 ns","1,063,856.93 ns","1,081,012.45 ns","1,091,601.27 ns","1,094,467.24 ns","1,097,471.97 ns",920.86,"-1,820.9909 ns",12.00,1.839,2.000,-0.8387,36,*,No,"20,810 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,076,596.99 ns","37,211.264 ns","42,852.547 ns","9,582.121 ns","2,003,708.20 ns","2,048,524.22 ns","2,084,895.70 ns","2,112,513.28 ns","2,136,322.27 ns",481.56,"-4,781.0604 ns",20.00,1.613,2.000,-0.3776,38,*,No,"21,718 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"4,205,383.98 ns","83,933.652 ns","149,191.994 ns","23,589.325 ns","4,003,282.03 ns","4,075,203.12 ns","4,163,335.94 ns","4,301,282.03 ns","4,644,422.66 ns",237.79,"-11,774.6627 ns",40.00,3.146,3.294,0.8059,39,*,No,"21,442 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"8,418,344.97 ns","125,084.764 ns","158,192.190 ns","32,985.352 ns","8,141,425.00 ns","8,317,229.69 ns","8,427,096.88 ns","8,535,804.69 ns","8,799,978.12 ns",118.79,"-16,481.1759 ns",23.00,2.568,2.000,0.1566,40,*,No,"21,183 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"16,996,368.75 ns","301,447.548 ns","267,225.399 ns","71,418.992 ns","16,445,146.88 ns","16,900,382.03 ns","17,074,039.06 ns","17,186,886.72 ns","17,366,706.25 ns",58.84,"-35,702.4960 ns",14.00,2.545,2.000,-0.7744,41,*,No,"21,672 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"34,640,633.85 ns","664,546.703 ns","554,926.595 ns","153,908.946 ns","33,820,006.67 ns","34,150,820.00 ns","34,767,260.00 ns","34,943,566.67 ns","35,704,660.00 ns",28.87,"-76,947.9728 ns",13.00,2.004,2.000,-0.0378,43,*,No,"21,672 B",0.0000,0.0000,0.0000
TryAdd,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"64,398,430.00 ns","402,250.313 ns","376,265.192 ns","97,151.255 ns","63,708,950.00 ns","64,154,150.00 ns","64,422,525.00 ns","64,641,568.75 ns","64,954,575.00 ns",15.53,"-48,568.1275 ns",15.00,1.831,2.000,-0.0528,44,*,No,"21,119 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"547,000.58 ns","10,602.486 ns","15,869.303 ns","2,897.325 ns","522,785.35 ns","530,855.20 ns","547,660.64 ns","561,974.61 ns","579,008.59 ns","1,828.15","-1,433.6626 ns",30.00,1.603,3.167,0.0594,34,*,No,"18,390 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,101,153.87 ns","21,890.869 ns","26,883.956 ns","5,731.679 ns","1,059,406.54 ns","1,077,756.88 ns","1,101,620.02 ns","1,118,872.17 ns","1,166,097.95 ns",908.14,"-2,854.8393 ns",22.00,2.561,2.000,0.2070,36,*,No,"18,431 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,066,613.06 ns","30,548.839 ns","27,080.750 ns","7,237.635 ns","2,014,015.62 ns","2,048,051.17 ns","2,063,792.19 ns","2,085,691.41 ns","2,115,030.47 ns",483.88,"-3,611.8174 ns",14.00,2.123,2.000,-0.1471,38,*,No,"19,321 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"4,212,834.93 ns","81,936.824 ns","117,511.355 ns","22,207.559 ns","4,024,055.47 ns","4,111,044.53 ns","4,218,213.28 ns","4,302,292.97 ns","4,414,428.91 ns",237.37,"-11,089.7793 ns",28.00,1.763,2.000,0.0538,39,*,No,"19,316 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"8,716,331.25 ns","170,902.625 ns","167,849.230 ns","41,962.308 ns","8,545,971.88 ns","8,575,679.69 ns","8,649,393.75 ns","8,801,561.72 ns","9,039,593.75 ns",114.73,"-20,973.1538 ns",16.00,1.959,2.000,0.6492,40,*,No,"18,999 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"16,714,208.82 ns","329,371.774 ns","338,240.562 ns","82,035.386 ns","16,117,428.12 ns","16,545,371.88 ns","16,681,325.00 ns","17,066,087.50 ns","17,139,243.75 ns",59.83,"-41,009.1931 ns",17.00,1.660,2.000,-0.2535,41,*,No,"19,276 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"34,890,278.73 ns","671,642.728 ns","799,542.961 ns","174,474.578 ns","33,244,746.67 ns","34,390,313.33 ns","34,635,466.67 ns","35,724,786.67 ns","36,512,100.00 ns",28.66,"-87,226.7891 ns",21.00,2.302,2.000,0.2485,43,*,No,"18,982 B",0.0000,0.0000,0.0000
TryGetValue,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"64,314,357.69 ns","517,793.511 ns","432,381.033 ns","119,920.922 ns","63,549,937.50 ns","64,052,112.50 ns","64,347,912.50 ns","64,463,275.00 ns","65,309,262.50 ns",15.55,"-59,953.9609 ns",13.00,3.084,2.000,0.4578,44,*,No,"18,497 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"543,258.79 ns","10,379.950 ns","12,747.512 ns","2,717.779 ns","517,191.85 ns","533,675.20 ns","544,482.47 ns","551,110.52 ns","564,294.87 ns","1,840.74","-1,347.8893 ns",22.00,1.969,2.000,-0.1572,34,*,No,"18,524 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,076,769.51 ns","21,418.134 ns","23,806.200 ns","5,461.517 ns","1,035,249.22 ns","1,064,206.54 ns","1,073,808.98 ns","1,092,742.97 ns","1,134,954.88 ns",928.70,"-2,721.2584 ns",19.00,3.016,2.000,0.3183,36,*,No,"18,522 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,154,480.86 ns","31,969.962 ns","29,904.722 ns","7,721.366 ns","2,109,184.38 ns","2,133,665.82 ns","2,143,858.98 ns","2,174,330.27 ns","2,206,472.66 ns",464.15,"-3,853.1830 ns",15.00,1.816,2.000,0.4601,38,*,No,"19,402 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"4,201,568.60 ns","82,787.635 ns","140,579.699 ns","23,111.160 ns","3,959,324.22 ns","4,089,080.47 ns","4,201,749.22 ns","4,297,224.22 ns","4,495,524.22 ns",238.01,"-11,537.0800 ns",37.00,1.867,3.571,0.1682,39,*,No,"19,442 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"8,513,172.69 ns","166,722.610 ns","321,217.892 ns","47,360.994 ns","7,961,851.56 ns","8,228,218.75 ns","8,509,535.94 ns","8,714,360.94 ns","9,341,532.81 ns",117.47,"-23,657.4972 ns",46.00,2.811,2.267,0.5736,40,*,No,"19,364 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"16,760,278.27 ns","334,679.939 ns","398,412.695 ns","86,940.778 ns","16,027,656.25 ns","16,530,421.88 ns","16,825,206.25 ns","17,016,437.50 ns","17,689,296.88 ns",59.66,"-43,459.8889 ns",21.00,2.726,2.167,0.0179,41,*,No,"19,361 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"35,048,395.64 ns","691,747.226 ns","1,247,363.037 ns","194,805.378 ns","33,193,535.71 ns","33,890,835.71 ns","34,601,371.43 ns","36,207,514.29 ns","37,240,614.29 ns",28.53,"-97,382.1890 ns",41.00,1.340,3.647,0.0414,43,*,No,"19,355 B",0.0000,0.0000,0.0000
TryPeek,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"65,596,345.83 ns","447,226.521 ns","418,335.965 ns","108,013.882 ns","64,853,387.50 ns","65,243,925.00 ns","65,695,337.50 ns","65,874,400.00 ns","66,306,212.50 ns",15.24,"-53,999.4409 ns",15.00,1.958,2.000,-0.3404,44,*,No,"18,613 B",0.0000,0.0000,0.0000
TryTake,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"537,960.01 ns","10,724.188 ns","13,562.665 ns","2,828.011 ns","515,400.05 ns","529,472.80 ns","536,193.31 ns","548,929.20 ns","562,780.03 ns","1,858.87","-1,402.5056 ns",23.00,1.858,2.000,0.1586,34,*,No,NA,0.0000,0.0000,0.0000
