Method,Job,AnalyzeLaunchVariance,EvaluateOverhead,MaxAbsoluteError,MaxRelativeError,MinInvokeCount,MinIterationTime,OutlierMode,Affinity,EnvironmentVariables,Jit,LargeAddressAware,Platform,PowerPlanMode,Runtime,AllowVeryLargeObjects,Concurrent,CpuGroups,Force,HeapAffinitizeMask,HeapCount,NoAffinitize,RetainVm,Server,Arguments,BuildConfiguration,Clock,EngineFactory,NuGetReferences,Toolchain,IsMutator,InvocationCount,IterationCount,IterationTime,LaunchCount,MaxIterationCount,MaxWarmupIterationCount,MemoryRandomization,MinIterationCount,MinWarmupIterationCount,RunStrategy,UnrollFactor,WarmupCount,Categories,Count,Mean,Error,StdDev,StdErr,Min,Q1,Median,Q3,Max,Op/s,CI99.9% Margin,Iterations,Kurtosis,MValue,Skewness,Rank,LogicalGroup,Baseline,Code Size,Completed Work Items,Lock Contentions,Exceptions
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,34.57 ns,0.080 ns,0.071 ns,0.019 ns,34.44 ns,34.53 ns,34.56 ns,34.64 ns,34.66 ns,"28,927,437.18",6.9905 ns,14.00,1.702,2.000,-0.1325,1,*,No,680 B,0.0000,0.0000,0.0000
Contains,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,34.25 ns,0.155 ns,0.138 ns,0.037 ns,34.08 ns,34.17 ns,34.20 ns,34.31 ns,34.61 ns,"29,195,578.80",6.9816 ns,14.00,3.606,2.000,1.0923,1,*,No,680 B,0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,885.44 ns,3.407 ns,3.187 ns,0.823 ns,880.13 ns,882.88 ns,884.70 ns,887.59 ns,890.61 ns,"1,129,385.64",7.0885 ns,15.00,1.565,2.000,0.0451,2,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,878.97 ns",4.376 ns,3.654 ns,1.014 ns,"1,871.13 ns","1,877.19 ns","1,879.32 ns","1,881.25 ns","1,884.64 ns","532,205.36",5.9932 ns,13.00,2.548,2.000,-0.4184,5,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"4,152.21 ns",15.188 ns,14.206 ns,3.668 ns,"4,121.65 ns","4,143.11 ns","4,152.19 ns","4,160.08 ns","4,178.85 ns","240,835.73",5.6660 ns,15.00,2.638,2.000,-0.0827,7,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"8,851.81 ns",57.979 ns,51.397 ns,13.736 ns,"8,767.95 ns","8,838.46 ns","8,849.20 ns","8,891.65 ns","8,934.94 ns","112,971.24",0.1318 ns,14.00,1.891,2.000,-0.2761,11,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"19,697.35 ns",143.291 ns,127.024 ns,33.948 ns,"19,467.94 ns","19,631.55 ns","19,684.13 ns","19,788.16 ns","19,920.88 ns","50,768.26",-9.9742 ns,14.00,1.977,2.000,-0.0416,15,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"44,531.93 ns",314.316 ns,294.011 ns,75.913 ns,"44,018.76 ns","44,374.25 ns","44,492.56 ns","44,708.17 ns","45,107.90 ns","22,455.80",-30.4567 ns,15.00,2.191,2.000,0.1355,20,*,No,"1,466 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"87,078.22 ns","1,731.590 ns","1,619.730 ns",418.213 ns,"84,459.56 ns","85,863.53 ns","86,941.26 ns","88,242.48 ns","90,018.12 ns","11,483.93",-201.6063 ns,15.00,1.819,2.000,0.2184,25,*,No,"1,465 B",0.0000,0.0000,0.0000
ContainsAny,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"194,273.84 ns","2,157.587 ns","2,018.209 ns",521.099 ns,"190,152.86 ns","193,135.03 ns","194,801.32 ns","195,681.02 ns","196,755.62 ns","5,147.37",-253.0496 ns,15.00,2.280,2.000,-0.6447,31,*,No,"1,456 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"1,715.12 ns",11.074 ns,9.817 ns,2.624 ns,"1,700.14 ns","1,707.55 ns","1,713.99 ns","1,721.23 ns","1,736.33 ns","583,048.94",5.6882 ns,14.00,2.302,2.000,0.4787,4,*,No,"2,390 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"6,744.93 ns",129.360 ns,121.003 ns,31.243 ns,"6,563.10 ns","6,663.36 ns","6,743.07 ns","6,826.05 ns","6,999.40 ns","148,259.57",-8.1215 ns,15.00,2.110,2.000,0.2973,9,*,No,"2,286 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"13,149.17 ns",46.183 ns,43.200 ns,11.154 ns,"13,096.30 ns","13,110.06 ns","13,145.83 ns","13,177.49 ns","13,238.15 ns","76,050.42",1.9229 ns,15.00,1.930,2.000,0.4273,13,*,No,"2,289 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"26,595.12 ns",57.367 ns,47.904 ns,13.286 ns,"26,507.63 ns","26,581.57 ns","26,595.00 ns","26,625.15 ns","26,666.03 ns","37,600.88",-0.1431 ns,13.00,1.999,2.000,-0.4555,17,*,No,"2,390 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"28,057.94 ns",232.019 ns,205.679 ns,54.970 ns,"27,740.47 ns","27,890.14 ns","28,075.79 ns","28,192.85 ns","28,441.23 ns","35,640.54",-20.4850 ns,14.00,1.854,2.000,0.0821,18,*,No,"2,267 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"61,607.73 ns",240.532 ns,200.855 ns,55.707 ns,"61,197.86 ns","61,494.46 ns","61,583.04 ns","61,788.06 ns","61,979.42 ns","16,231.73",-21.3536 ns,13.00,2.498,2.000,-0.0674,22,*,No,"2,330 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"104,395.88 ns",646.434 ns,604.674 ns,156.126 ns,"103,652.86 ns","103,947.32 ns","104,105.19 ns","104,957.93 ns","105,276.54 ns","9,578.92",-70.5631 ns,15.00,1.278,2.000,0.3152,27,*,No,"2,332 B",0.0000,0.0000,0.0000
CopyTo,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"174,744.12 ns","1,510.327 ns","1,412.761 ns",364.773 ns,"173,183.41 ns","173,707.18 ns","174,484.22 ns","175,454.70 ns","177,690.64 ns","5,722.65",-174.8866 ns,15.00,2.098,2.000,0.7728,30,*,No,"2,348 B",0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"542,019.09 ns","10,716.213 ns","13,552.579 ns","2,825.908 ns","521,761.52 ns","529,351.56 ns","541,283.89 ns","553,500.68 ns","565,263.38 ns","1,844.95","-1,401.4541 ns",23.00,1.595,2.750,-0.0248,34,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,086,330.90 ns","13,523.140 ns","11,987.912 ns","3,203.904 ns","1,066,539.06 ns","1,077,163.48 ns","1,087,953.71 ns","1,094,075.63 ns","1,105,338.48 ns",920.53,"-1,594.9521 ns",14.00,1.792,2.000,-0.2647,36,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,122,765.35 ns","37,586.748 ns","33,319.673 ns","8,905.057 ns","2,050,646.88 ns","2,110,340.04 ns","2,130,704.69 ns","2,147,531.64 ns","2,154,908.59 ns",471.08,"-4,445.5286 ns",14.00,2.909,2.000,-1.0965,38,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"4,247,742.70 ns","79,467.747 ns","153,107.382 ns","22,574.452 ns","4,033,712.50 ns","4,126,039.06 ns","4,220,063.28 ns","4,335,139.06 ns","4,667,692.19 ns",235.42,"-11,264.2260 ns",46.00,2.770,2.000,0.8087,39,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"8,427,909.52 ns","160,315.433 ns","190,844.136 ns","41,645.605 ns","8,143,865.62 ns","8,322,965.62 ns","8,365,059.38 ns","8,551,128.12 ns","8,903,009.38 ns",118.65,"-20,812.3024 ns",21.00,2.982,2.000,0.6865,40,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"17,432,868.87 ns","347,607.769 ns","487,297.585 ns","93,780.464 ns","16,707,240.62 ns","16,974,492.19 ns","17,658,915.62 ns","17,805,343.75 ns","18,300,559.38 ns",57.36,"-46,876.7320 ns",27.00,1.370,3.714,-0.0980,41,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"35,794,243.07 ns","707,882.349 ns","1,122,776.511 ns","195,450.303 ns","33,923,271.43 ns","34,640,571.43 ns","35,555,207.14 ns","36,740,057.14 ns","38,103,471.43 ns",27.94,"-97,708.6516 ns",33.00,1.758,2.000,-0.0436,43,*,No,NA,0.0000,0.0000,0.0000
Remove,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"64,242,797.50 ns","529,576.981 ns","495,366.637 ns","127,903.116 ns","63,625,050.00 ns","63,886,050.00 ns","64,059,362.50 ns","64,596,975.00 ns","65,445,587.50 ns",15.57,"-63,944.0579 ns",15.00,2.800,2.000,0.7635,44,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"540,475.24 ns","10,510.171 ns","13,292.002 ns","2,771.574 ns","519,500.83 ns","529,036.57 ns","541,962.55 ns","551,671.04 ns","563,260.69 ns","1,850.22","-1,374.2870 ns",23.00,1.621,2.000,-0.0484,34,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"1,086,881.19 ns","19,644.728 ns","17,414.539 ns","4,654.231 ns","1,057,442.58 ns","1,075,050.93 ns","1,087,627.83 ns","1,096,009.13 ns","1,123,378.32 ns",920.06,"-2,320.1157 ns",14.00,2.268,2.000,0.2984,36,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"2,077,529.38 ns","40,758.739 ns","51,546.759 ns","10,748.242 ns","1,987,214.84 ns","2,028,613.67 ns","2,089,782.03 ns","2,107,625.39 ns","2,191,085.16 ns",481.34,"-5,362.6211 ns",23.00,2.162,3.077,0.0040,38,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"4,220,687.83 ns","84,224.783 ns","128,620.150 ns","23,100.861 ns","4,011,497.66 ns","4,095,507.81 ns","4,219,571.09 ns","4,303,471.88 ns","4,462,303.91 ns",236.93,"-11,534.9305 ns",31.00,1.763,3.091,0.0799,39,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"8,431,283.40 ns","160,482.882 ns","157,615.648 ns","39,403.912 ns","8,161,203.12 ns","8,328,229.69 ns","8,395,146.88 ns","8,553,955.47 ns","8,764,937.50 ns",118.61,"-19,693.9560 ns",16.00,2.229,2.000,0.2534,40,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"16,921,009.82 ns","325,472.817 ns","466,783.427 ns","88,213.776 ns","16,222,575.00 ns","16,371,365.62 ns","17,086,876.56 ns","17,175,800.78 ns","17,859,312.50 ns",59.10,"-44,092.8880 ns",28.00,2.079,2.857,0.0274,41,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"34,916,470.15 ns","687,352.575 ns","985,780.606 ns","186,295.024 ns","33,737,928.57 ns","34,177,673.21 ns","34,662,589.29 ns","35,368,485.71 ns","37,154,057.14 ns",28.64,"-93,133.5119 ns",28.00,2.735,2.235,1.0002,43,*,No,NA,0.0000,0.0000,0.0000
RemoveRange,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"65,031,274.17 ns","449,242.490 ns","420,221.704 ns","108,500.777 ns","64,150,187.50 ns","64,800,287.50 ns","65,021,137.50 ns","65,324,537.50 ns","65,926,175.00 ns",15.38,"-54,242.8887 ns",15.00,2.887,2.000,0.0165,44,*,No,NA,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,64,"1,664.46 ns",7.786 ns,6.902 ns,1.845 ns,"1,654.43 ns","1,658.91 ns","1,664.38 ns","1,666.88 ns","1,680.82 ns","600,794.12",6.0777 ns,14.00,2.905,2.000,0.6226,3,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,128,"6,265.88 ns",20.658 ns,19.323 ns,4.989 ns,"6,235.12 ns","6,248.57 ns","6,269.48 ns","6,277.58 ns","6,302.55 ns","159,594.47",5.0054 ns,15.00,1.829,2.000,0.1405,8,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,256,"12,467.12 ns",60.332 ns,53.483 ns,14.294 ns,"12,352.03 ns","12,435.13 ns","12,471.15 ns","12,501.67 ns","12,546.53 ns","80,210.96",-0.1470 ns,14.00,2.414,2.000,-0.3423,12,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,512,"25,286.39 ns",130.517 ns,115.700 ns,30.922 ns,"25,087.96 ns","25,191.16 ns","25,289.05 ns","25,352.71 ns","25,502.98 ns","39,546.97",-8.4611 ns,14.00,2.045,2.000,0.1393,16,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,1024,"53,870.69 ns",120.842 ns,107.123 ns,28.630 ns,"53,645.65 ns","53,807.24 ns","53,857.92 ns","53,953.54 ns","54,025.41 ns","18,562.97",-7.3150 ns,14.00,2.104,2.000,-0.3071,21,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,2048,"69,157.39 ns",402.127 ns,335.794 ns,93.132 ns,"68,607.45 ns","68,931.23 ns","69,063.68 ns","69,480.40 ns","69,646.32 ns","14,459.77",-40.0662 ns,13.00,1.499,2.000,0.0252,23,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,4096,"110,286.68 ns","1,190.010 ns","1,113.136 ns",287.411 ns,"108,855.74 ns","109,473.35 ns","110,388.18 ns","110,843.51 ns","112,747.78 ns","9,067.28",-136.2053 ns,15.00,2.500,2.000,0.6402,28,*,No,506 B,0.0000,0.0000,0.0000
ToArray,Job-PSYKRA,False,True,Default,Default,Default,Default,Default,111111111111,Empty,RyuJit,Default,X64,8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c,.NET 10.0,False,True,False,True,Default,Default,False,False,True,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,Default,16,Default,Async,8192,"179,334.30 ns","1,541.802 ns","1,203.738 ns",347.489 ns,"177,340.15 ns","178,806.13 ns","179,372.62 ns","180,245.95 ns","181,343.08 ns","5,576.18",-167.7446 ns,12.00,1.882,2.000,-0.2448,30,*,No,509 B,0.0000,0.0000,0.0000
